gene	votu_id	dataset	Family	VFC	VC60	VC65	VC70	VC71	VC72	VC73	VC74	VC75	VC76	VC77	VC78	VC79	VC80	VC85	VC90	VC95	PC	itol_label	itol_color
TLL22_opera_contig_114_30	TLL22_opera_contig_114	SPMP		12	1724	1492	1255	1207	1162	1113	1070	1020	970	925	882	846	803	619	424	224	12274	12_1724	#808000
TLL29_opera_contig_177_28	TLL29_opera_contig_177	SPMP		12	1724	1492	1255	1207	1162	1113	1070	1020	970	925	882	846	803	619	424	224	12274	12_1724	#808000
TLL97_308852__0_partial_1_35	TLL97_308852__0_partial_1	SPMP		12	1724	1492	1255	1207	1162	1113	1070	1020	970	925	882	846	803	619	424	224	12274	12_1724	#808000
TLL23_opera_contig_158278_provirus_60568_123222_37	TLL23_opera_contig_158278_provirus_60568_123222	SPMP		6	2416	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	415	6_2416	#800000
TLL11_6__0_partial_1_11	TLL11_6__0_partial_1	SPMP		13	1762	1526	1283	1234	1188	1136	1092	1041	990	944	899	861	817	626	424	224	210	13_1762	#00fa9a
TLL94_opera_contig_144_43	TLL94_opera_contig_144	SPMP		2	1809	1565	1311	1259	1210	1157	1112	1060	1008	958	913	871	827	631	426	225	171	2_1809	#f58231
TLL25_opera_contig_94_21	TLL25_opera_contig_94	SPMP		2	1809	1565	1311	1259	1210	1157	1112	1060	1008	958	913	871	827	631	426	225	171	2_1809	#f58231
TLL43_opera_contig_101_43	TLL43_opera_contig_101	SPMP		2	1809	1565	1311	1259	1210	1157	1112	1060	1008	958	913	871	827	631	426	225	171	2_1809	#f58231
TLL10_145442__full_1_33	TLL10_145442__full_1	SPMP		16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	16_1795	#9acd32
1503_k141_56389_33	1503_k141_56389	J4Dfams	Okuboviridae	16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	Okuboviridae_1795	#2f4f4f
TLL43_1__0_partial_1_47	TLL43_1__0_partial_1	SPMP		16	1796	1557	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	16_1796	#9acd32
TLL42_opera_contig_64010_provirus_26839_74293_40	TLL42_opera_contig_64010_provirus_26839_74293	SPMP		16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	16_1795	#9acd32
1447_k141_55668_36	1447_k141_55668	J4Dfams	Okuboviridae	16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	Okuboviridae_1795	#2f4f4f
1472_k141_19642_38	1472_k141_19642	J4Dfams	Okuboviridae	16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	Okuboviridae_1795	#2f4f4f
TLL106_opera_contig_76_32	TLL106_opera_contig_76	SPMP		16	1795	1556	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	16_1795	#9acd32
TLL51_opera_contig_233_35	TLL51_opera_contig_233	SPMP		2	1816	1572	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1816	#f58231
TLL88_352764__full_1_34	TLL88_352764__full_1	SPMP		2	1817	1573	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1817	#f58231
TLL102_opera_contig_66_provirus_69856_124246_53	TLL102_opera_contig_66_provirus_69856_124246	SPMP		1	1489	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	20	1_1489	#e6194B
TLL9_opera_contig_30271_provirus_50224_110725_37	TLL9_opera_contig_30271_provirus_50224_110725	SPMP		2	1821	1575	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1821	#f58231
TLL35_opera_contig_69_40	TLL35_opera_contig_69	SPMP		2	1812	1568	1314	1262	1213	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1812	#f58231
TLL105_100041__0_partial_1_31	TLL105_100041__0_partial_1	SPMP		2	1821	1575	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1821	#f58231
TLL35_opera_contig_71_38	TLL35_opera_contig_71	SPMP		2	1812	1568	1314	1262	1213	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1812	#f58231
TLL40_opera_contig_197064_provirus_1_47272_42	TLL40_opera_contig_197064_provirus_1_47272	SPMP		2	1812	1568	1314	1262	1213	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1812	#f58231
TLL9_30271__full_1_93	TLL9_30271__full_1	SPMP		2	1821	1575	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1821	#f58231
TLL95_115756__full_1_32	TLL95_115756__full_1	SPMP		2	1819	1573	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1819	#f58231
TLL48_183__full_1_44	TLL48_183__full_1	SPMP		2	1810	1566	1312	1260	1211	1158	1113	1061	1009	959	914	871	827	631	426	225	171	2_1810	#f58231
TLL29_opera_contig_163146_provirus_344353_392311_45	TLL29_opera_contig_163146_provirus_344353_392311	SPMP		2	1815	1571	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1815	#f58231
TLL30_opera_contig_356227_provirus_181935_257810_84	TLL30_opera_contig_356227_provirus_181935_257810	SPMP		2	1815	1571	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1815	#f58231
TLL74_opera_contig_231637_provirus_345717_393819_40	TLL74_opera_contig_231637_provirus_345717_393819	SPMP		2	1819	1573	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1819	#f58231
TLL70_opera_contig_161725_provirus_170393_216781_33	TLL70_opera_contig_161725_provirus_170393_216781	SPMP		2	1819	1573	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1819	#f58231
TLL94_opera_contig_188657_provirus_184456_239246_51	TLL94_opera_contig_188657_provirus_184456_239246	SPMP		2	1820	1574	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1820	#f58231
TLL96_opera_contig_111_36	TLL96_opera_contig_111	SPMP		2	1820	1574	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	171	2_1820	#f58231
TLL86_opera_contig_54_42	TLL86_opera_contig_54	SPMP		2	1810	1566	1312	1260	1211	1158	1113	1061	1009	959	914	871	827	631	426	225	171	2_1810	#f58231
TLL88_opera_contig_347651_provirus_399097_450829_32	TLL88_opera_contig_347651_provirus_399097_450829	SPMP		2	1811	1567	1313	1261	1212	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1811	#f58231
TLL10_opera_contig_66_48	TLL10_opera_contig_66	SPMP		2	1811	1567	1313	1261	1212	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1811	#f58231
TLL80_opera_contig_154_provirus_28186_75647_46	TLL80_opera_contig_154_provirus_28186_75647	SPMP		2	1810	1566	1312	1260	1211	1158	1113	1061	1009	959	914	871	827	631	426	225	171	2_1810	#f58231
TLL35_opera_contig_35_32	TLL35_opera_contig_35	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1845	#bfef45
TLL32_opera_contig_63107_provirus_54561_101776_41	TLL32_opera_contig_63107_provirus_54561_101776	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1843	#bfef45
TLL63_opera_contig_136534_43	TLL63_opera_contig_136534	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1843	#bfef45
TLL35_opera_contig_225179_provirus_321182_369188_41	TLL35_opera_contig_225179_provirus_321182_369188	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1843	#bfef45
TLL3_opera_contig_343_provirus_1_34706_5	TLL3_opera_contig_343_provirus_1_34706	SPMP		7	1248	1085	927	894	863	832	803	777	742	712	687	665	636	512	369	213	368	7_1248	#fabed4
TLL35_opera_contig_230293_provirus_121100_188375_67	TLL35_opera_contig_230293_provirus_121100_188375	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1845	#bfef45
TLL45_opera_contig_136_provirus_14_59588_34	TLL45_opera_contig_136_provirus_14_59588	SPMP		4	1847	1599	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1847	#bfef45
TLL30_opera_contig_308_33	TLL30_opera_contig_308	SPMP		2	1811	1567	1313	1261	1212	1159	1113	1061	1009	959	914	871	827	631	426	225	171	2_1811	#f58231
TLL90_opera_contig_98065_provirus_27157_73469_38	TLL90_opera_contig_98065_provirus_27157_73469	SPMP		6	2399	2036	1665	1590	1519	1448	1381	1309	1237	1173	1114	1054	996	731	475	236	567	6_2399	#800000
TLL81_opera_contig_245161_52	TLL81_opera_contig_245161	SPMP		4	1847	1599	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1847	#bfef45
TLL33_opera_contig_259_13	TLL33_opera_contig_259	SPMP		1	1499	1309	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	20	1_1499	#e6194B
TLL79_opera_contig_33_37	TLL79_opera_contig_33	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1846	#bfef45
TLL74_opera_contig_76_32	TLL74_opera_contig_76	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1846	#bfef45
TLL20_opera_contig_186093_provirus_10704_66869_52	TLL20_opera_contig_186093_provirus_10704_66869	SPMP		4	1847	1599	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1847	#bfef45
TLL72_opera_contig_126983_provirus_63774_129368_40	TLL72_opera_contig_126983_provirus_63774_129368	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1846	#bfef45
TLL56_opera_contig_161443_provirus_608132_660322_39	TLL56_opera_contig_161443_provirus_608132_660322	SPMP		16	1797	1557	1307	1256	1208	1155	1110	1058	1006	956	911	870	826	631	426	225	171	16_1797	#9acd32
TLL44_opera_contig_268576_37	TLL44_opera_contig_268576	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1845	#bfef45
TLL44_opera_contig_58_38	TLL44_opera_contig_58	SPMP		4	1841	1593	1331	1278	1228	1172	1126	1074	1021	970	924	880	836	637	430	226	1033	4_1841	#bfef45
TLL38_opera_contig_213116_provirus_262767_359494_66	TLL38_opera_contig_213116_provirus_262767_359494	SPMP		4	1844	1596	1333	1280	1230	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1844	#bfef45
TLL26_186913__0_partial_1_28	TLL26_186913__0_partial_1	SPMP		4	1844	1596	1333	1280	1230	1174	1127	1074	1021	970	924	880	836	637	430	226	1033	4_1844	#bfef45
TLL31_211__full_1_31	TLL31_211__full_1	SPMP		4	1842	1594	1331	1278	1228	1172	1126	1074	1021	970	924	880	836	637	430	226	1033	4_1842	#bfef45
TLL44_opera_contig_8_provirus_172244_208543_24	TLL44_opera_contig_8_provirus_172244_208543	SPMP		7	1248	1085	927	894	863	832	803	777	742	712	687	665	636	512	369	213	368	7_1248	#fabed4
TLL103_65113__full_1_25	TLL103_65113__full_1	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	335	6_2410	#800000
MT774411_1	MT774411	ICTV	Suoliviridae	67	467	404	331	322	311	300	283	272	259	248	243	236	226	184	137	89	248	Suoliviridae_467	#4363d8
TLL18_306109__full_1_50	TLL18_306109__full_1	SPMP		4	1841	1593	1331	1278	1228	1172	1126	1074	1021	970	924	880	836	637	430	226	1033	4_1841	#bfef45
TLL18_opera_contig_305664_provirus_1_34338_10	TLL18_opera_contig_305664_provirus_1_34338	SPMP		7	1248	1085	927	894	863	832	803	777	742	712	687	665	636	512	369	213	368	7_1248	#fabed4
TLL90_opera_contig_97925_provirus_15874_61792_25	TLL90_opera_contig_97925_provirus_15874_61792	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	335	6_2410	#800000
TLL27_opera_contig_99_42	TLL27_opera_contig_99	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	335	6_2410	#800000
OMFP01000029.1_1	OMFP01000029.1	Benler	Flandersviridae	183	418	362	300	291	281	272	258	248	238	228	223	217	207	170	126	84	554	Flandersviridae_418	#000075
TLL38_opera_contig_213033_provirus_24165_66421_27	TLL38_opera_contig_213033_provirus_24165_66421	SPMP		6	2415	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	567	6_2415	#800000
TLL18_opera_contig_301194_provirus_23350_64469_45	TLL18_opera_contig_301194_provirus_23350_64469	SPMP		6	2415	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	567	6_2415	#800000
TLL59_122081__0_partial_2_23	TLL59_122081__0_partial_2	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	567	6_2403	#800000
TLL73_154332__0_partial_1_46	TLL73_154332__0_partial_1	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	567	6_2403	#800000
TLL23_160564__full_1_30	TLL23_160564__full_1	SPMP		6	2402	2038	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	567	6_2402	#800000
TLL72_opera_contig_125744_provirus_395164_442407_25	TLL72_opera_contig_125744_provirus_395164_442407	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	567	6_2403	#800000
TLL6_191940__0_partial_1_43	TLL6_191940__0_partial_1	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	1710	3_617	#ffe119
TLL87_96804__full_1_44	TLL87_96804__full_1	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	1710	3_617	#ffe119
TLL71_opera_contig_201_47	TLL71_opera_contig_201	SPMP		6	2406	2042	1669	1594	1522	1450	1383	1311	1238	1174	1114	1054	996	731	475	236	567	6_2406	#800000
TLL2_opera_contig_150618_provirus_18643_59038_39	TLL2_opera_contig_150618_provirus_18643_59038	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	1710	3_617	#ffe119
TLL52_opera_contig_110_provirus_128_39426_22	TLL52_opera_contig_110_provirus_128_39426	SPMP		9	1204	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	3016	9_1204	#fffac8
TLL48_opera_contig_301_provirus_182_36235_23	TLL48_opera_contig_301_provirus_182_36235	SPMP		9	1204	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	3016	9_1204	#fffac8
TLL28_opera_contig_256134_provirus_31570_83920_23	TLL28_opera_contig_256134_provirus_31570_83920	SPMP		3	618	532	444	431	417	402	384	372	355	339	328	317	301	240	176	113	1710	3_618	#ffe119
TLL38_opera_contig_224_31	TLL38_opera_contig_224	SPMP		13	1766	1529	1286	1237	1191	1138	1094	1043	992	945	900	861	817	626	424	224	210	13_1766	#00fa9a
TLL48_opera_contig_253665_provirus_62246_104921_17	TLL48_opera_contig_253665_provirus_62246_104921	SPMP		5	2338	1992	1637	1565	1497	1426	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2338	#3cb44b
TLL31_327511__full_1_38	TLL31_327511__full_1	SPMP		5	2338	1992	1637	1565	1497	1426	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2338	#3cb44b
TLL24_opera_contig_106_provirus_17731_59270_51	TLL24_opera_contig_106_provirus_17731_59270	SPMP		6	2415	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	567	6_2415	#800000
TLL9_opera_contig_30048_provirus_423493_465803_19	TLL9_opera_contig_30048_provirus_423493_465803	SPMP		5	2344	1998	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	2672	5_2344	#3cb44b
TLL47_opera_contig_69644_provirus_207056_249232_23	TLL47_opera_contig_69644_provirus_207056_249232	SPMP		5	2344	1998	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	2672	5_2344	#3cb44b
TLL60_opera_contig_111_provirus_9_47723_38	TLL60_opera_contig_111_provirus_9_47723	SPMP		6	2419	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	2431	6_2419	#800000
TLL47_opera_contig_70515_provirus_2161933_2202870_34	TLL47_opera_contig_70515_provirus_2161933_2202870	SPMP		6	2422	2051	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	133	6_2422	#800000
TLL76_opera_contig_234953_provirus_51125_88404_29	TLL76_opera_contig_234953_provirus_51125_88404	SPMP		6	2417	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	2431	6_2417	#800000
TLL102_opera_contig_417_29	TLL102_opera_contig_417	SPMP		6	2413	2047	1674	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	2431	6_2413	#800000
TLL45_opera_contig_11_provirus_84694_127694_30	TLL45_opera_contig_11_provirus_84694_127694	SPMP		6	2413	2047	1674	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	2431	6_2413	#800000
TLL33_opera_contig_106522_provirus_1597157_1636829_23	TLL33_opera_contig_106522_provirus_1597157_1636829	SPMP		9	1207	1049	897	865	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1207	#fffac8
TLL93_opera_contig_129_18	TLL93_opera_contig_129	SPMP		5	2340	1994	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2340	#3cb44b
TLL31_opera_contig_449_36	TLL31_opera_contig_449	SPMP		5	2340	1994	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2340	#3cb44b
TLL3_opera_contig_5_provirus_163614_203926_39	TLL3_opera_contig_5_provirus_163614_203926	SPMP		6	2424	2052	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	2431	6_2424	#800000
TLL82_opera_contig_171086_provirus_1_37943_18	TLL82_opera_contig_171086_provirus_1_37943	SPMP		5	2338	1992	1637	1565	1497	1426	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2338	#3cb44b
TLL23_opera_contig_92_27	TLL23_opera_contig_92	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1205	#fffac8
TLL13_opera_contig_140_34	TLL13_opera_contig_140	SPMP		1	1488	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	20	1_1488	#e6194B
TLL20_184213__0_partial_1_44	TLL20_184213__0_partial_1	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1205	#fffac8
TLL11_opera_contig_202_42	TLL11_opera_contig_202	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1205	#fffac8
TLL18_opera_contig_307469_provirus_56173_95403_19	TLL18_opera_contig_307469_provirus_56173_95403	SPMP		5	2352	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2352	#3cb44b
TLL104_opera_contig_109066_provirus_3_54404_59	TLL104_opera_contig_109066_provirus_3_54404	SPMP		5	2337	1991	1636	1564	1496	1425	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2337	#3cb44b
TLL15_71956__0_partial_1_33	TLL15_71956__0_partial_1	SPMP		6	2425	2053	1676	1599	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	133	6_2425	#800000
TLL12_opera_contig_190188_provirus_145365_198557_82	TLL12_opera_contig_190188_provirus_145365_198557	SPMP		5	2337	1991	1636	1564	1496	1425	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2337	#3cb44b
TLL6_opera_contig_190842_provirus_2_54470_60	TLL6_opera_contig_190842_provirus_2_54470	SPMP		5	2337	1991	1636	1564	1496	1425	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2337	#3cb44b
TLL30_opera_contig_354358_provirus_720468_768703_24	TLL30_opera_contig_354358_provirus_720468_768703	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	696	9_1206	#fffac8
TLL34_opera_contig_107013_provirus_386194_434113_21	TLL34_opera_contig_107013_provirus_386194_434113	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	696	9_1206	#fffac8
TLL24_108194__0_partial_1_20	TLL24_108194__0_partial_1	SPMP		9	1208	1050	897	865	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1208	#fffac8
TLL23_opera_contig_135_33	TLL23_opera_contig_135	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	302	9_1206	#fffac8
TLL75_opera_contig_163861_12	TLL75_opera_contig_163861	SPMP		9	1203	1047	895	863	836	806	777	752	719	691	668	648	619	500	360	210	302	9_1203	#fffac8
TLL104_opera_contig_94_39	TLL104_opera_contig_94	SPMP		9	1203	1047	895	863	836	806	777	752	719	691	668	648	619	500	360	210	302	9_1203	#fffac8
TLL53_201179__0_partial_1_31	TLL53_201179__0_partial_1	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2091	#f032e6
TLL10_opera_contig_31_provirus_3_49266_47	TLL10_opera_contig_31_provirus_3_49266	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2091	#f032e6
TLL97_opera_contig_51_provirus_10226_45323_18	TLL97_opera_contig_51_provirus_10226_45323	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2091	#f032e6
TLL104_opera_contig_109227_50	TLL104_opera_contig_109227	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2093	#f032e6
TLL44_opera_contig_269133_provirus_43_36023_24	TLL44_opera_contig_269133_provirus_43_36023	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2093	#f032e6
TLL22_opera_contig_173190_provirus_389964_435763_38	TLL22_opera_contig_173190_provirus_389964_435763	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	981	11_2093	#f032e6
TLL45_opera_contig_693_24	TLL45_opera_contig_693	SPMP		6	2412	2046	1673	1597	1525	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	415	6_2412	#800000
MT774392_87	MT774392	ICTV	Steigviridae	242	460	397	325	316	305	294	278	267	254	244	239	232	222	183	136	89	248	Steigviridae_460	#469990
TLL22_174239__full_41	TLL22_174239__full	SPMP		1	1494	1308	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	20	1_1494	#e6194B
TLL99_opera_contig_159997_provirus_44_49576_21	TLL99_opera_contig_159997_provirus_44_49576	SPMP		1	1494	1308	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	20	1_1494	#e6194B
TLL6_opera_contig_174_provirus_9735_45552_31	TLL6_opera_contig_174_provirus_9735_45552	SPMP		5	2356	2005	1641	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2356	#3cb44b
TLL45_294947__full_1_60	TLL45_294947__full_1	SPMP		5	2341	1995	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	189	5_2341	#3cb44b
