gene	votu_id	dataset	Family	VFC	VC60	VC65	VC70	VC71	VC72	VC73	VC74	VC75	VC76	VC77	VC78	VC79	VC80	VC85	VC90	VC95	PC	itol_label	itol_color
TLL14_59__full_1_11	TLL14_59__full_1	SPMP		1	1523	1320	1116	1073	1031	989	953	916	874	836	801	772	736	579	408	223	2	1_1523	#e6194B
TLL106_opera_contig_106_45	TLL106_opera_contig_106	SPMP		1	1513	1317	1115	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	1_1513	#e6194B
IMGVR_427903_25	IMGVR_427903	Heliusvirales	Hathorviridae	1	1509	1315	1115	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	Heliusvirales_1509	#9A6324
NatCom_59788_34	NatCom_59788	Heliusvirales	Atenviridae	534	1477	1295	1106	1066	1025	984	949	913	871	833	799	770	734	579	408	223	2	Heliusvirales_1477	#9A6324
TLL96_opera_contig_204431_provirus_130767_176376_40	TLL96_opera_contig_204431_provirus_130767_176376	SPMP		45	1480	1297	1108	1068	1027	986	951	914	872	834	800	771	735	579	408	223	2	45_1480	#dcbeff
TLL15_71956__0_partial_1_28	TLL15_71956__0_partial_1	SPMP		6	2425	2053	1676	1599	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2425	#800000
TLL55_99__full_1_7	TLL55_99__full_1	SPMP		3	624	538	447	434	419	404	386	374	356	339	328	317	301	240	176	113	246	3_624	#ffe119
IMGVR_8653577_25	IMGVR_8653577	Heliusvirales	Hunahpuviridae	816	1466	1287	1100	1060	1020	979	944	909	867	829	795	766	731	579	408	223	2	Heliusvirales_1466	#9A6324
TLL69_opera_contig_78_25	TLL69_opera_contig_78	SPMP		3	622	536	446	433	419	404	386	374	356	339	328	317	301	240	176	113	246	3_622	#ffe119
TLL98_opera_contig_42_22	TLL98_opera_contig_42	SPMP		3	622	536	446	433	419	404	386	374	356	339	328	317	301	240	176	113	246	3_622	#ffe119
TLL39_opera_contig_225581_provirus_64_41383_21	TLL39_opera_contig_225581_provirus_64_41383	SPMP		3	622	536	446	433	419	404	386	374	356	339	328	317	301	240	176	113	246	3_622	#ffe119
GPD_142079_78	GPD_142079	Heliusvirales	Xiheviridae	673	1541	1337	1127	1083	1041	999	963	924	881	843	807	776	738	581	409	223	2	Heliusvirales_1541	#9A6324
TLL103_opera_contig_65097_provirus_85274_145554_51	TLL103_opera_contig_65097_provirus_85274_145554	SPMP		2	1800	1558	1308	1257	1209	1156	1111	1059	1007	957	912	871	827	631	426	225	52	2_1800	#f58231
TLL102_opera_contig_232_38	TLL102_opera_contig_232	SPMP		1	1488	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	1_1488	#e6194B
TLL102_opera_contig_66_provirus_69856_124246_62	TLL102_opera_contig_66_provirus_69856_124246	SPMP		1	1489	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	1_1489	#e6194B
IMGVR_1449837_50	IMGVR_1449837	Heliusvirales	Atenviridae	534	1476	1294	1105	1065	1025	984	949	913	871	833	799	770	734	579	408	223	2	Heliusvirales_1476	#9A6324
MN812205_21	MN812205	ICTV	Winoviridae	764	482	418	343	333	322	311	294	283	270	259	254	247	236	192	144	95	3178	Winoviridae_482	#a9a9a9
MN812203_22	MN812203	ICTV	Winoviridae	764	482	418	343	333	322	311	294	283	270	259	254	247	236	192	144	95	3178	Winoviridae_482	#a9a9a9
IMGVR_15557432_26	IMGVR_15557432	Heliusvirales	Xiheviridae	1	1488	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	Heliusvirales_1488	#9A6324
TLL102_opera_contig_165_34	TLL102_opera_contig_165	SPMP		1	1488	1304	1112	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	1_1488	#e6194B
IMGVR_9707994_48	IMGVR_9707994	Heliusvirales	Xiheviridae	673	1540	1336	1126	1082	1040	998	962	923	880	842	806	775	738	581	409	223	2	Heliusvirales_1540	#9A6324
GPD_49663_55	GPD_49663	Heliusvirales	Xiheviridae	1	1485	1302	1111	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	Heliusvirales_1485	#9A6324
IMGVR_10031994_3	IMGVR_10031994	Heliusvirales	Xiheviridae	673	1538	1334	1124	1080	1038	996	960	922	879	841	806	775	738	581	409	223	2	Heliusvirales_1538	#9A6324
TLL5_opera_contig_287_65	TLL5_opera_contig_287	SPMP		1	1484	1301	1111	1071	1029	988	953	916	874	836	801	772	736	579	408	223	2	1_1484	#e6194B
GPD_137368_63	GPD_137368	Heliusvirales	Xiheviridae	673	1539	1335	1125	1081	1039	997	961	922	879	841	806	775	738	581	409	223	2	Heliusvirales_1539	#9A6324
TLL73_opera_contig_156113_34	TLL73_opera_contig_156113	SPMP		45	1481	1298	1108	1068	1027	986	951	914	872	834	800	771	735	579	408	223	2	45_1481	#dcbeff
IMGVR_15535003_35	IMGVR_15535003	Heliusvirales	Hathorviridae	45	1481	1298	1108	1068	1027	986	951	914	872	834	800	771	735	579	408	223	2	Heliusvirales_1481	#9A6324
IMGVR_15609269_61	IMGVR_15609269	Heliusvirales	Hathorviridae	1	1483	1300	1110	1070	1028	987	952	915	873	835	801	772	736	579	408	223	2	Heliusvirales_1483	#9A6324
TLL96_opera_contig_203268_provirus_3_47234_26	TLL96_opera_contig_203268_provirus_3_47234	SPMP		1	1498	1308	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	1_1498	#e6194B
CHVD_9721_39	CHVD_9721	Heliusvirales	Hathorviridae	1	1498	1308	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	Heliusvirales_1498	#9A6324
TLL106_opera_contig_155842_provirus_24905_89457_41	TLL106_opera_contig_155842_provirus_24905_89457	SPMP		45	1481	1298	1108	1068	1027	986	951	914	872	834	800	771	735	579	408	223	2	45_1481	#dcbeff
TLL40_opera_contig_198495_provirus_221330_286447_35	TLL40_opera_contig_198495_provirus_221330_286447	SPMP		45	1481	1298	1108	1068	1027	986	951	914	872	834	800	771	735	579	408	223	2	45_1481	#dcbeff
IMGVR_15443304_46	IMGVR_15443304	Heliusvirales	Hathorviridae	1	1533	1329	1119	1075	1033	991	955	917	874	836	801	772	736	579	408	223	2	Heliusvirales_1533	#9A6324
TLL30_opera_contig_351822_provirus_43152_87153_28	TLL30_opera_contig_351822_provirus_43152_87153	SPMP		3	615	529	441	429	415	401	383	371	354	338	327	317	301	240	176	113	246	3_615	#ffe119
TLL79_opera_contig_89_13	TLL79_opera_contig_89	SPMP		3	615	529	441	429	415	401	383	371	354	338	327	317	301	240	176	113	246	3_615	#ffe119
TLL49_opera_contig_240_20	TLL49_opera_contig_240	SPMP		3	615	529	441	429	415	401	383	371	354	338	327	317	301	240	176	113	246	3_615	#ffe119
TLL27_opera_contig_122_36	TLL27_opera_contig_122	SPMP		3	621	535	446	433	419	404	386	374	356	339	328	317	301	240	176	113	246	3_621	#ffe119
TLL39_opera_contig_68_provirus_26418_66161_32	TLL39_opera_contig_68_provirus_26418_66161	SPMP		3	619	533	445	432	418	403	385	373	356	339	328	317	301	240	176	113	246	3_619	#ffe119
TLL6_191940__0_partial_1_40	TLL6_191940__0_partial_1	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	246	3_617	#ffe119
TLL45_opera_contig_293511_provirus_1_70703_48	TLL45_opera_contig_293511_provirus_1_70703	SPMP		3	620	534	445	432	418	403	385	373	356	339	328	317	301	240	176	113	246	3_620	#ffe119
TLL2_opera_contig_150618_provirus_18643_59038_35	TLL2_opera_contig_150618_provirus_18643_59038	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	246	3_617	#ffe119
TLL87_96804__full_1_41	TLL87_96804__full_1	SPMP		3	617	531	443	431	417	402	384	372	355	339	328	317	301	240	176	113	246	3_617	#ffe119
TLL28_opera_contig_256134_provirus_31570_83920_27	TLL28_opera_contig_256134_provirus_31570_83920	SPMP		3	618	532	444	431	417	402	384	372	355	339	328	317	301	240	176	113	246	3_618	#ffe119
TLL74_opera_contig_230346_provirus_13740_120613_75	TLL74_opera_contig_230346_provirus_13740_120613	SPMP		3	625	539	448	435	420	405	387	374	356	339	328	317	301	240	176	113	246	3_625	#ffe119
MT732475_37	MT732475	ICTV	Winoviridae	3	616	530	442	430	416	401	383	371	354	338	327	317	301	240	176	113	246	Winoviridae_616	#a9a9a9
TLL94_opera_contig_188657_provirus_184456_239246_45	TLL94_opera_contig_188657_provirus_184456_239246	SPMP		2	1820	1574	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	52	2_1820	#f58231
TLL33_opera_contig_106522_provirus_1597157_1636829_28	TLL33_opera_contig_106522_provirus_1597157_1636829	SPMP		9	1207	1049	897	865	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1207	#fffac8
TLL72_opera_contig_126983_provirus_63774_129368_46	TLL72_opera_contig_126983_provirus_63774_129368	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	164	4_1846	#bfef45
TLL79_opera_contig_33_43	TLL79_opera_contig_33	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	164	4_1846	#bfef45
TLL74_opera_contig_76_39	TLL74_opera_contig_76	SPMP		4	1846	1598	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	164	4_1846	#bfef45
TLL11_opera_contig_202_38	TLL11_opera_contig_202	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1205	#fffac8
TLL20_184213__0_partial_1_40	TLL20_184213__0_partial_1	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1205	#fffac8
TLL23_opera_contig_92_31	TLL23_opera_contig_92	SPMP		9	1205	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1205	#fffac8
TLL38_opera_contig_213116_provirus_262767_359494_58	TLL38_opera_contig_213116_provirus_262767_359494	SPMP		4	1844	1596	1333	1280	1230	1174	1127	1074	1021	970	924	880	836	637	430	226	164	4_1844	#bfef45
TLL44_opera_contig_8_provirus_172244_208543_20	TLL44_opera_contig_8_provirus_172244_208543	SPMP		7	1248	1085	927	894	863	832	803	777	742	712	687	665	636	512	369	213	113	7_1248	#fabed4
TLL26_186913__0_partial_1_36	TLL26_186913__0_partial_1	SPMP		4	1844	1596	1333	1280	1230	1174	1127	1074	1021	970	924	880	836	637	430	226	164	4_1844	#bfef45
TLL52_opera_contig_110_provirus_128_39426_26	TLL52_opera_contig_110_provirus_128_39426	SPMP		9	1204	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1204	#fffac8
TLL18_opera_contig_305664_provirus_1_34338_13	TLL18_opera_contig_305664_provirus_1_34338	SPMP		7	1248	1085	927	894	863	832	803	777	742	712	687	665	636	512	369	213	113	7_1248	#fabed4
TLL48_opera_contig_301_provirus_182_36235_27	TLL48_opera_contig_301_provirus_182_36235	SPMP		9	1204	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1204	#fffac8
TLL65_opera_contig_110147_provirus_1_17252_13	TLL65_opera_contig_110147_provirus_1_17252	SPMP		8	1129	986	845	816	789	763	736	712	682	657	636	617	589	477	343	204	1722	8_1129	#ffd8b1
TLL35_opera_contig_35_25	TLL35_opera_contig_35	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	345	4_1845	#bfef45
TLL17_opera_contig_727_9	TLL17_opera_contig_727	SPMP		8	1129	986	845	816	789	763	736	712	682	657	636	617	589	477	343	204	1722	8_1129	#ffd8b1
TLL44_opera_contig_268576_30	TLL44_opera_contig_268576	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	345	4_1845	#bfef45
TLL33_opera_contig_581_17	TLL33_opera_contig_581	SPMP		8	1129	986	845	816	789	763	736	712	682	657	636	617	589	477	343	204	1722	8_1129	#ffd8b1
TLL48_opera_contig_247_21	TLL48_opera_contig_247	SPMP		9	1203	1047	895	863	836	806	777	752	719	691	668	648	619	500	360	210	78	9_1203	#fffac8
TLL34_opera_contig_107013_provirus_386194_434113_26	TLL34_opera_contig_107013_provirus_386194_434113	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1206	#fffac8
TLL104_opera_contig_94_34	TLL104_opera_contig_94	SPMP		9	1203	1047	895	863	836	806	777	752	719	691	668	648	619	500	360	210	78	9_1203	#fffac8
TLL75_opera_contig_163861_17	TLL75_opera_contig_163861	SPMP		9	1203	1047	895	863	836	806	777	752	719	691	668	648	619	500	360	210	78	9_1203	#fffac8
TLL30_opera_contig_354358_provirus_720468_768703_29	TLL30_opera_contig_354358_provirus_720468_768703	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1206	#fffac8
TLL23_opera_contig_135_29	TLL23_opera_contig_135	SPMP		9	1206	1048	896	864	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1206	#fffac8
TLL23_opera_contig_158278_provirus_60568_123222_42	TLL23_opera_contig_158278_provirus_60568_123222	SPMP		6	2416	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	144	6_2416	#800000
TLL24_108194__0_partial_1_25	TLL24_108194__0_partial_1	SPMP		9	1208	1050	897	865	837	807	778	753	719	691	668	648	619	500	360	210	78	9_1208	#fffac8
TLL47_opera_contig_69644_provirus_207056_249232_33	TLL47_opera_contig_69644_provirus_207056_249232	SPMP		5	2344	1998	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	144	5_2344	#3cb44b
TLL63_opera_contig_136534_34	TLL63_opera_contig_136534	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	164	4_1843	#bfef45
TLL35_opera_contig_225179_provirus_321182_369188_32	TLL35_opera_contig_225179_provirus_321182_369188	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	164	4_1843	#bfef45
TLL32_opera_contig_63107_provirus_54561_101776_32	TLL32_opera_contig_63107_provirus_54561_101776	SPMP		4	1843	1595	1332	1279	1229	1173	1127	1074	1021	970	924	880	836	637	430	226	164	4_1843	#bfef45
TLL99_opera_contig_159997_provirus_44_49576_14	TLL99_opera_contig_159997_provirus_44_49576	SPMP		1	1494	1308	1113	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	1_1494	#e6194B
4138_k141_41783_34	4138_k141_41783	J4Dfams	Tsurumiviridae	13	1765	1529	1286	1237	1191	1138	1094	1043	992	945	900	861	817	626	424	224	2	Tsurumiviridae_1765	#000000
TLL35_opera_contig_230293_provirus_121100_188375_75	TLL35_opera_contig_230293_provirus_121100_188375	SPMP		4	1845	1597	1334	1281	1231	1174	1127	1074	1021	970	924	880	836	637	430	226	345	4_1845	#bfef45
TLL89_opera_contig_174724_provirus_48337_91182_26	TLL89_opera_contig_174724_provirus_48337_91182	SPMP		5	2352	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2352	#3cb44b
TLL99_opera_contig_162334_provirus_173682_214993_38	TLL99_opera_contig_162334_provirus_173682_214993	SPMP		5	2353	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2353	#3cb44b
TLL82_opera_contig_171924_provirus_150406_191753_23	TLL82_opera_contig_171924_provirus_150406_191753	SPMP		5	2353	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2353	#3cb44b
TLL38_opera_contig_213033_provirus_24165_66421_35	TLL38_opera_contig_213033_provirus_24165_66421	SPMP		6	2415	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	144	6_2415	#800000
TLL44_269510__full_1_29	TLL44_269510__full_1	SPMP		6	2411	2046	1673	1597	1525	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	144	6_2411	#800000
TLL89_173055__full_1_28	TLL89_173055__full_1	SPMP		6	2411	2046	1673	1597	1525	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	144	6_2411	#800000
TLL40_opera_contig_197061_provirus_136508_199572_71	TLL40_opera_contig_197061_provirus_136508_199572	SPMP		6	2411	2046	1673	1597	1525	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	144	6_2411	#800000
TLL71_opera_contig_201_39	TLL71_opera_contig_201	SPMP		6	2406	2042	1669	1594	1522	1450	1383	1311	1238	1174	1114	1054	996	731	475	236	144	6_2406	#800000
TLL66_opera_contig_78_23	TLL66_opera_contig_78	SPMP		6	2419	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2419	#800000
TLL63_opera_contig_3_provirus_244_36759_36	TLL63_opera_contig_3_provirus_244_36759	SPMP		5	2343	1997	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2343	#3cb44b
TLL60_opera_contig_111_provirus_9_47723_32	TLL60_opera_contig_111_provirus_9_47723	SPMP		6	2419	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2419	#800000
TLL44_opera_contig_269133_provirus_43_36023_30	TLL44_opera_contig_269133_provirus_43_36023	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2093	#f032e6
TLL104_opera_contig_109227_44	TLL104_opera_contig_109227	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2093	#f032e6
TLL27_opera_contig_99_50	TLL27_opera_contig_99	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2410	#800000
TLL103_65113__full_1_15	TLL103_65113__full_1	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2410	#800000
TLL90_opera_contig_97925_provirus_15874_61792_34	TLL90_opera_contig_97925_provirus_15874_61792	SPMP		6	2410	2045	1672	1596	1524	1452	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2410	#800000
IMGVR_9086353_36	IMGVR_9086353	Heliusvirales	Utuviridae	262	1464	1285	1098	1058	1018	977	942	907	865	827	793	764	729	578	408	223	2	Heliusvirales_1464	#9A6324
TLL5_opera_contig_306910_provirus_40679_83071_24	TLL5_opera_contig_306910_provirus_40679_83071	SPMP		6	2418	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2418	#800000
TLL90_opera_contig_98065_provirus_27157_73469_31	TLL90_opera_contig_98065_provirus_27157_73469	SPMP		6	2399	2036	1665	1590	1519	1448	1381	1309	1237	1173	1114	1054	996	731	475	236	19	6_2399	#800000
TLL81_245662__0_partial_1_26	TLL81_245662__0_partial_1	SPMP		11	2094	1792	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2094	#f032e6
TLL48_opera_contig_253665_provirus_62246_104921_28	TLL48_opera_contig_253665_provirus_62246_104921	SPMP		5	2338	1992	1637	1565	1497	1426	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2338	#3cb44b
TLL22_opera_contig_173190_provirus_389964_435763_43	TLL22_opera_contig_173190_provirus_389964_435763	SPMP		11	2093	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2093	#f032e6
TLL59_122081__0_partial_2_30	TLL59_122081__0_partial_2	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	19	6_2403	#800000
TLL31_opera_contig_713_21	TLL31_opera_contig_713	SPMP		6	2407	2043	1670	1595	1523	1451	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2407	#800000
TLL76_234652__full_1_37	TLL76_234652__full_1	SPMP		6	2402	2038	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	19	6_2402	#800000
TLL73_154332__0_partial_1_39	TLL73_154332__0_partial_1	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	19	6_2403	#800000
TLL51_opera_contig_225_38	TLL51_opera_contig_225	SPMP		6	2407	2043	1670	1595	1523	1451	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2407	#800000
TLL81_opera_contig_207_22	TLL81_opera_contig_207	SPMP		6	2407	2043	1670	1595	1523	1451	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2407	#800000
TLL72_opera_contig_125744_provirus_395164_442407_32	TLL72_opera_contig_125744_provirus_395164_442407	SPMP		6	2403	2039	1667	1592	1521	1449	1382	1310	1238	1174	1114	1054	996	731	475	236	19	6_2403	#800000
TLL76_opera_contig_234953_provirus_51125_88404_34	TLL76_opera_contig_234953_provirus_51125_88404	SPMP		6	2417	2049	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2417	#800000
TLL3_opera_contig_5_provirus_163614_203926_33	TLL3_opera_contig_5_provirus_163614_203926	SPMP		6	2424	2052	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2424	#800000
TLL12_191471__0_partial_1_37	TLL12_191471__0_partial_1	SPMP		11	2092	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2092	#f032e6
TLL97_opera_contig_51_provirus_10226_45323_24	TLL97_opera_contig_51_provirus_10226_45323	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2091	#f032e6
TLL102_opera_contig_414065_provirus_87153_134123_32	TLL102_opera_contig_414065_provirus_87153_134123	SPMP		6	2419	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2419	#800000
TLL6_opera_contig_190842_provirus_2_54470_54	TLL6_opera_contig_190842_provirus_2_54470	SPMP		5	2337	1991	1636	1564	1496	1425	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2337	#3cb44b
TLL38_opera_contig_302_39	TLL38_opera_contig_302	SPMP		5	2341	1995	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2341	#3cb44b
TLL45_293700__0_partial_1_36	TLL45_293700__0_partial_1	SPMP		5	2341	1995	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2341	#3cb44b
TLL45_294947__full_1_50	TLL45_294947__full_1	SPMP		5	2341	1995	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2341	#3cb44b
TLL10_opera_contig_31_provirus_3_49266_40	TLL10_opera_contig_31_provirus_3_49266	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2091	#f032e6
TLL53_201179__0_partial_1_25	TLL53_201179__0_partial_1	SPMP		11	2091	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2091	#f032e6
TLL43_opera_contig_348284_provirus_4636_59002_48	TLL43_opera_contig_348284_provirus_4636_59002	SPMP		5	2339	1993	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2339	#3cb44b
TLL12_opera_contig_190188_provirus_145365_198557_75	TLL12_opera_contig_190188_provirus_145365_198557	SPMP		5	2337	1991	1636	1564	1496	1425	1361	1291	1219	1155	1097	1038	983	721	469	234	19	5_2337	#3cb44b
TLL20_opera_contig_189814_provirus_385437_426958_33	TLL20_opera_contig_189814_provirus_385437_426958	SPMP		5	2344	1998	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2344	#3cb44b
TLL106_opera_contig_152772_provirus_67832_108125_30	TLL106_opera_contig_152772_provirus_67832_108125	SPMP		5	2351	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2351	#3cb44b
TLL6_opera_contig_189678_provirus_187463_237360_29	TLL6_opera_contig_189678_provirus_187463_237360	SPMP		5	2347	2000	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2347	#3cb44b
TLL10_opera_contig_144655_provirus_21663_68917_28	TLL10_opera_contig_144655_provirus_21663_68917	SPMP		5	2354	2003	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2354	#3cb44b
TLL31_opera_contig_449_29	TLL31_opera_contig_449	SPMP		5	2340	1994	1638	1566	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2340	#3cb44b
TLL37_opera_contig_156053_provirus_22087_70060_27	TLL37_opera_contig_156053_provirus_22087_70060	SPMP		5	2354	2003	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2354	#3cb44b
TLL49_opera_contig_247905_provirus_1_42086_31	TLL49_opera_contig_247905_provirus_1_42086	SPMP		5	2353	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2353	#3cb44b
TLL60_148579__0_partial_1_33	TLL60_148579__0_partial_1	SPMP		5	2351	2002	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2351	#3cb44b
TLL106_152932__0_partial_1_39	TLL106_152932__0_partial_1	SPMP		5	2349	2001	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2349	#3cb44b
TLL39_opera_contig_224690_provirus_131346_178658_28	TLL39_opera_contig_224690_provirus_131346_178658	SPMP		5	2354	2003	1640	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2354	#3cb44b
TLL9_opera_contig_30048_provirus_423493_465803_25	TLL9_opera_contig_30048_provirus_423493_465803	SPMP		5	2344	1998	1639	1567	1498	1427	1361	1291	1219	1155	1097	1038	983	721	469	234	14	5_2344	#3cb44b
TLL47_opera_contig_70515_provirus_2161933_2202870_30	TLL47_opera_contig_70515_provirus_2161933_2202870	SPMP		6	2422	2051	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	14	6_2422	#800000
TLL54_opera_contig_185654_provirus_188817_234102_29	TLL54_opera_contig_185654_provirus_188817_234102	SPMP		6	2418	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	19	6_2418	#800000
TLL7_opera_contig_35_25	TLL7_opera_contig_35	SPMP		1	1518	1317	1115	1072	1030	989	953	916	874	836	801	772	736	579	408	223	2	1_1518	#e6194B
TLL48_95__full_1_36	TLL48_95__full_1	SPMP		6	2418	2050	1675	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	19	6_2418	#800000
TLL45_opera_contig_11_provirus_84694_127694_38	TLL45_opera_contig_11_provirus_84694_127694	SPMP		6	2413	2047	1674	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	19	6_2413	#800000
TLL102_opera_contig_417_35	TLL102_opera_contig_417	SPMP		6	2413	2047	1674	1598	1526	1453	1384	1312	1238	1174	1114	1054	996	731	475	236	19	6_2413	#800000
TLL12_opera_contig_500_provirus_17394_53021_38	TLL12_opera_contig_500_provirus_17394_53021	SPMP		11	2092	1791	1478	1414	1354	1289	1233	1176	1109	1052	1000	945	897	673	447	232	19	11_2092	#f032e6
TLL37_opera_contig_132_67	TLL37_opera_contig_132	SPMP		10	1022	885	752	725	701	680	656	634	606	582	564	547	521	423	305	182	323	10_1022	#aaffc3
TLL51_opera_contig_233_29	TLL51_opera_contig_233	SPMP		2	1816	1572	1316	1264	1215	1161	1115	1063	1010	960	914	871	827	631	426	225	52	2_1816	#f58231
