mag_id	mag_len	has_crispr	sample_id	domain	phylum	class	order	family	genus	species	perc_abun
TLL102_bin.54	3576803	1	TLL102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia flexneri	0.2907673925717207
TLL102_bin.55	2308441	0	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900548615	2.0880705414551803
TLL102_bin.56	4811338	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii_A	0.4703161893359351
TLL102_bin.59	1926882	0	TLL102	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245	6.110901637773989
TLL102_bin.6	2668511	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	0.9180703525389202
TLL102_bin.61	2535791	0	TLL102	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UMGS1603	UMGS1603	0.3464026185866204
TLL102_bin.65	3022957	1	TLL102	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900548145	1.280156058932196
TLL102_bin.66	3642893	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	1.3162491188888543
TLL102_bin.67	1198123	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491	1.3656016628106802
TLL102_bin.68	2346183	1	TLL102	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	Slackia_A isoflavoniconvertens	0.6067528184842469
TLL102_bin.7	1933332	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900313295	5.080166140594516
TLL102_bin.73	2858048	1	TLL102	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	TLL102_bin.73	TLL102_bin.73	0.306117027011407
TLL102_bin.74	1827685	0	TLL102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp003011855	0.5977070930739489
TLL102_bin.75	2362253	0	TLL102	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	TLL102_bin.75	TLL102_bin.75	0.998115004044047
TLL102_bin.76	1026479	0	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385	1.1237670079784703
TLL102_bin.77	2594935	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp900549795	0.4021008350913134
TLL102_bin.8	2899157	0	TLL102	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	0.8941910882753726
TLL102_bin.80	1941689	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp900547745	0.900816879916942
TLL102_bin.85	2110941	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A massiliensis	0.7349431509421239
TLL102_bin.88	2084692	0	TLL102	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UMGS1600	UMGS1600 sp900553295	0.2578685461277822
TLL102_bin.89	3132014	0	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter	0.2464842506532799
TLL102_bin.90	2175455	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp004553545	1.0246925817102988
TLL102_bin.91	2544947	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	0.8295531603074615
TLL102_bin.93	2144606	0	TLL102	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	7.105168730559801
TLL102_bin.94	2859284	1	TLL102	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	0.61862112584645
TLL102_bin.99	1525609	0	TLL102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	UMGS1783	UMGS1783	UMGS1783 sp900555065	0.2880871710589034
TLL103_bin.1	2272454	0	TLL103	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	8.387551367717078
TLL103_bin.12	5916524	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	0.844042545370558
TLL103_bin.15	2133376	1	TLL103	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella	0.7118190090177753
TLL103_bin.16	2994143	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter sp900543115	1.172941096484073
TLL103_bin.19	3926547	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	13.422014755678251
TLL103_bin.2	1405095	0	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	5.88966387603668
TLL103_bin.21	2157903	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691	UBA1691 sp900544375	0.5987319132209209
TLL103_bin.22	2278260	0	TLL103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	0.9662305668748032
TLL103_bin.23	7460986	0	TLL103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	1.412578756638178
TLL103_bin.24	3845549	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea scindens	0.6598687928442399
TLL103_bin.25	1413006	0	TLL103	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.4679866111950811
TLL103_bin.28	2348549	1	TLL103	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	6.015882275071444
TLL103_bin.29	3693366	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A	1.2638147876925292
TLL103_bin.30	2582037	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A	Butyricicoccus_A	0.9398530158412448
TLL103_bin.31	3042178	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	1.0117837107533911
TLL103_bin.32	5164715	1	TLL103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	1.0884949258031766
TLL103_bin.33	2215115	1	TLL103	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	5.6344214192153474
TLL103_bin.34	2680537	1	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	1.076463093802737
TLL103_bin.35	700846	1	TLL103	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis	3.4736655821158218
TLL103_bin.38	2831227	1	TLL103	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena caecimuris	0.6940700144822058
TLL103_bin.39	2103603	1	TLL103	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	31.108267332896865
TLL103_bin.41	3027747	0	TLL103	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900120195	6.477967294245693
TLL103_bin.43	3126955	1	TLL103	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	2.466695173289604
TLL103_bin.5	1847292	1	TLL103	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900343095	2.445791237602774
TLL103_bin.6	3988687	0	TLL103	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	0.6444854245099623
TLL103_bin.7	4640079	1	TLL103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900555635	1.124915421599559
TLL104_bin.11	2157753	0	TLL104	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_E	Olsenella_E sp003609875	1.2356529632545052
TLL104_bin.12	1977729	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	UMGS1820	UMGS1820	0.574582871111731
TLL104_bin.14	2017784	1	TLL104	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	25.299165414154505
TLL104_bin.18	2337726	0	TLL104	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	Catenibacterium	1.7040052561394043
TLL104_bin.2	1755924	0	TLL104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis	1.3062376369247752
TLL104_bin.20	2298153	0	TLL104	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	7.860829637489608
TLL104_bin.26	2189733	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	0.651697265079824
TLL104_bin.3	2173789	1	TLL104	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	1.841828890664022
TLL104_bin.30	3131730	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	1.3655047105860243
TLL104_bin.34	1752151	0	TLL104	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium sp002742445	17.45028859721223
TLL104_bin.35	4525706	0	TLL104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	0.8255777151934534
TLL104_bin.4	1034093	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000431575	4.669333562406512
TLL104_bin.42	2581060	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	7.248286291372256
TLL104_bin.49	3175821	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	1.7331621800100532
TLL104_bin.5	2876693	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	6.6287789603461365
TLL104_bin.51	2957788	0	TLL104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	1.4244572937019653
TLL104_bin.52	2562017	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_D	4.742435572021966
TLL104_bin.53	2200646	0	TLL104	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	2.007277579096256
TLL104_bin.55	2266552	0	TLL104	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp000434475	2.16387140455504
TLL104_bin.56	2265094	0	TLL104	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella bouchesdurhonensis	0.7251313456086053
TLL104_bin.58	3183918	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	1.2033880017668008
TLL104_bin.59	1931189	1	TLL104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	3.615886214923229
TLL104_bin.6	3345518	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	1.1572834270455743
TLL104_bin.61	1948258	0	TLL104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	0.739468402850233
TLL104_bin.63	2311160	1	TLL104	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	1.825868806485296
TLL105_bin.17	2416290	0	TLL105	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	3.350641876460169
TLL105_bin.20	4085626	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	0.9528209201140851
TLL105_bin.24	1016852	1	TLL105	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	1.614523757559861
TLL105_bin.25	2728637	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp003011855	1.5220597670681786
TLL105_bin.26	2266375	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_D	11.389340852200643
TLL105_bin.27	2654318	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	0.8691553891940108
TLL105_bin.28	2403801	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	0.8947768994912394
TLL105_bin.3	2172730	1	TLL105	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	12.030743467259718
TLL105_bin.30	2372877	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	1.5159629741514211
TLL105_bin.31	2940354	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	3.5243016469036395
TLL105_bin.32	2781530	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	2.742515623648117
TLL105_bin.33	2295320	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_C	6.081424759335633
TLL105_bin.4	2218601	0	TLL105	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	6.361541549672535
TLL105_bin.40	2254358	0	TLL105	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_B	Olsenella_B sp000752675	1.028850358243365
TLL105_bin.43	2134857	1	TLL105	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	1.7578076579533042
TLL105_bin.45	2320101	1	TLL105	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis	7.744335257094094
TLL105_bin.47	2740236	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena	2.9039885710290347
TLL105_bin.49	2959423	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	2.5521485856835264
TLL105_bin.53	1841317	0	TLL105	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella sp900543875	2.860125023256383
TLL105_bin.55	2158134	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii_B	2.688515341033254
TLL105_bin.58	2516256	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	7.138166632498577
TLL105_bin.59	2097273	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	0.8801419545676185
TLL105_bin.60	2619691	0	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	2.736679754866827
TLL105_bin.63	2250094	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000980705	1.588832733535758
TLL105_bin.65	1259368	0	TLL105	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900343095	2.379365864472941
TLL105_bin.66	2032061	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835	0.94538629261197
TLL105_bin.68	2943459	1	TLL105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus_A	6.355682376198557
TLL105_bin.7	1795026	0	TLL105	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	CAG-536	CAG-536 sp000434355	2.589433691216437
TLL105_bin.8	2939836	1	TLL105	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium sp000752095	1.0007304226790974
TLL106_bin.1	2211628	1	TLL106	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	0.7398805568622152
TLL106_bin.10	3326288	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	CAG-41 sp900066215	0.3062462914079153
TLL106_bin.100	2058099	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000431575	0.2649658416265373
TLL106_bin.101	2653379	0	TLL106	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	0.212560666626293
TLL106_bin.102	3671998	1	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	2.7493032197442093
TLL106_bin.103	2300387	0	TLL106	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp000417505	2.9679641026939474
TLL106_bin.104	2075440	0	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	0.1943571872608929
TLL106_bin.105	1969830	0	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes obesi	0.2115838352248035
TLL106_bin.107	2781503	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	0.8494411434371972
TLL106_bin.108	3008875	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii_A	0.8428478189438544
TLL106_bin.109	2214388	0	TLL106	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	2.834852731730987
TLL106_bin.11	2870659	1	TLL106	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera_B	Megasphaera_B sp003467125	0.6212447584363928
TLL106_bin.110	2212975	1	TLL106	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei	0.3157180174542812
TLL106_bin.111	2923318	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A massiliensis	4.3784595528357695
TLL106_bin.113	2155561	0	TLL106	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0.3447731179083236
TLL106_bin.116	2552343	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_D	5.2166852589394175
TLL106_bin.117	1924949	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G ventriosum	0.1231019873647125
TLL106_bin.18	1609285	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000980705	4.327851647317839
TLL106_bin.19	2527566	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp000437095	0.2968139850587474
TLL106_bin.22	2162236	1	TLL106	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	8.443371028189555
TLL106_bin.23	2581136	1	TLL106	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium sp000752095	0.669459034310916
TLL106_bin.24	2577736	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	0.3668124366298855
TLL106_bin.34	3008355	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia	0.184754532953201
TLL106_bin.35	1444297	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705	0.2307590527977828
TLL106_bin.37	3122119	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter faecis	2.297231750985463
TLL106_bin.4	2440786	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena_B	0.8506403607443288
TLL106_bin.42	1461958	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia gabavorous	0.1768016361701397
TLL106_bin.43	2620011	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	0.3215775695560189
TLL106_bin.48	1470082	0	TLL106	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UMGS1519	UMGS1519	0.2507719571224469
TLL106_bin.49	2195062	1	TLL106	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida	0.6580803461776591
TLL106_bin.5	1269884	0	TLL106	Bacteria	Firmicutes	Bacilli	RF39	CAG-611	CAG-417	CAG-417 sp000432835	1.4388827699135152
TLL106_bin.51	4918909	0	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	0.913918189255936
TLL106_bin.54	1818783	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274	0.1547636448931142
TLL106_bin.55	2228153	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	UBA1191 sp900543485	0.1742551677544963
TLL106_bin.56	2070434	0	TLL106	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_B	Olsenella_B sp000752675	0.2504754239492338
TLL106_bin.57	2203007	1	TLL106	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium sp002742445	2.6541690044283817
TLL106_bin.58	4093743	0	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	3.934427033624524
TLL106_bin.6	2349448	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes	0.5442295151822055
TLL106_bin.65	2629999	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	0.2362625844130889
TLL106_bin.67	2714764	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp900066565	0.1592040597914086
TLL106_bin.69	2248176	0	TLL106	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella	8.43582669554321
TLL106_bin.7	2293081	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	6.136810003099457
TLL106_bin.72	2962642	1	TLL106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	0.4546661388484034
TLL106_bin.74	2149187	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	0.156632148720079
TLL106_bin.76	2828169	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	0.1882632264999938
TLL106_bin.78	2179280	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	3.940781563326465
TLL106_bin.80	2931535	0	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066165	0.3597168132807906
TLL106_bin.84	3325675	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A	0.860147324478428
TLL106_bin.85	2275166	1	TLL106	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900343095	2.4211029671947
TLL106_bin.86	2213295	1	TLL106	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_G	1.080743976724238
