vir_id	vir_len	sample_id	contig_id	start_bp	end_bp	contig_len	mag_id
TLL9_69942__full	6002	TLL9	k99_69942	1	6002	6002	
TLL9_70498__full	7179	TLL9	k99_70498	1	7179	7179	
TLL9_77031__full	6053	TLL9	k99_77031	1	6053	6053	
TLL9_77126__full	11538	TLL9	k99_77126	1	11538	11538	
TLL9_78253__full	5618	TLL9	k99_78253	1	5618	5618	
TLL9_79087__full	16863	TLL9	k99_79087	1	16863	16863	
TLL9_82576__full	7203	TLL9	k99_82576	1	7203	7203	
TLL9_89450__full	32768	TLL9	k99_89450	1	32768	32768	
TLL9_92048__full	11014	TLL9	k99_92048	1	11014	11014	
TLL9_101395__full	5757	TLL9	k99_101395	1	5757	5757	
TLL9_101685__full	6607	TLL9	k99_101685	1	6607	6607	
TLL9_101998__full	10887	TLL9	k99_101998	1	10887	10887	
TLL9_103015__full	8779	TLL9	k99_103015	1	8779	8779	
TLL9_109876__full	12956	TLL9	k99_109876	1	12956	12956	
TLL9_115273__full	6039	TLL9	k99_115273	1	6039	6039	
TLL9_117037__full	7323	TLL9	k99_117037	1	7323	7323	
TLL9_122742__full	8325	TLL9	k99_122742	1	8325	8325	
TLL9_124830__full	9410	TLL9	k99_124830	1	9410	9410	
TLL9_125220__full	12010	TLL9	k99_125220	1	12010	12010	
TLL9_136096__full	5118	TLL9	k99_136096	1	5118	5118	
TLL10_224448__full_1	8755	TLL10	k99_224448	1	8755	23456	TLL10.bin.11.fa
TLL10_36376__full_1	8715	TLL10	k99_36376	1	8715	14634	TLL10.bin.14.fa
TLL10_36018__full_1	13832	TLL10	k99_36018	1	13832	14630	
TLL10_183005__full_1	5070	TLL10	k99_183005	1	5070	6315	
TLL10_78254__full_1	42506	TLL10	k99_78254	1	42506	54103	TLL10.bin.21.fa
TLL10_123483__full_1	6560	TLL10	k99_123483	3533	10092	10092	TLL10.bin.21.fa
TLL10_49915__full_1	7656	TLL10	k99_49915	4003	11658	11658	
TLL10_59650__full_1	7685	TLL10	k99_59650	3117	10801	10801	
TLL10_114892__full_1	5157	TLL10	k99_114892	1	5157	6061	
TLL10_24789__full	17210	TLL10	k99_24789	1	17210	17210	TLL10.bin.11.fa
TLL10_252504__full	19386	TLL10	k99_252504	1	19386	19386	TLL10.bin.11.fa
TLL10_283590__full	9509	TLL10	k99_283590	1	9509	9509	TLL10.bin.11.fa
TLL10_40460__full	9708	TLL10	k99_40460	1	9708	9708	TLL10.bin.13.fa
TLL10_79071__full	5586	TLL10	k99_79071	1	5586	5586	TLL10.bin.13.fa
TLL10_124930__full	22464	TLL10	k99_124930	1	22464	22464	TLL10.bin.14.fa
TLL10_56098__full	7341	TLL10	k99_56098	1	7341	7341	TLL10.bin.15.fa
TLL10_124536__full	5697	TLL10	k99_124536	1	5697	5697	TLL10.bin.15.fa
TLL10_14064__full	6034	TLL10	k99_14064	1	6034	6034	TLL10.bin.16.fa
TLL10_71002__full	6860	TLL10	k99_71002	1	6860	6860	TLL10.bin.16.fa
TLL10_112979__full	5257	TLL10	k99_112979	1	5257	5257	TLL10.bin.16.fa
TLL10_152633__full	5081	TLL10	k99_152633	1	5081	5081	TLL10.bin.16.fa
TLL10_30305__full	14340	TLL10	k99_30305	1	14340	14340	
TLL10_34561__full	13572	TLL10	k99_34561	1	13572	13572	
TLL10_41436__full	31373	TLL10	k99_41436	1	31373	31373	
TLL10_45952__full	8344	TLL10	k99_45952	1	8344	8344	
TLL10_54753__full	13906	TLL10	k99_54753	1	13906	13906	
TLL10_60890__full	15591	TLL10	k99_60890	1	15591	15591	
TLL10_129430__full	10530	TLL10	k99_129430	1	10530	10530	
TLL10_165169__full	7980	TLL10	k99_165169	1	7980	7980	
TLL10_17428__full	6567	TLL10	k99_17428	1	6567	6567	
TLL10_169266__full	10263	TLL10	k99_169266	1	10263	10263	
TLL10_200378__full	6249	TLL10	k99_200378	1	6249	6249	TLL10.bin.25.fa
TLL10_282763__full	5286	TLL10	k99_282763	1	5286	5286	TLL10.bin.25.fa
TLL10_213142__full	11711	TLL10	k99_213142	1	11711	11711	
TLL10_237501__full	8886	TLL10	k99_237501	1	8886	8886	
TLL10_130362__full	5481	TLL10	k99_130362	1	5481	5481	TLL10.bin.28.fa
TLL10_2035__full	7305	TLL10	k99_2035	1	7305	7305	
TLL10_20120__full	25378	TLL10	k99_20120	1	25378	25378	
TLL10_53146__full	12740	TLL10	k99_53146	1	12740	12740	
TLL10_65150__full	5920	TLL10	k99_65150	1	5920	5920	
TLL10_77950__full	10111	TLL10	k99_77950	1	10111	10111	
TLL10_96285__full	15971	TLL10	k99_96285	1	15971	15971	
TLL10_111699__full	7375	TLL10	k99_111699	1	7375	7375	
TLL10_137829__full	11655	TLL10	k99_137829	1	11655	11655	
TLL10_144084__full	10461	TLL10	k99_144084	1	10461	10461	
TLL10_163177__full	5356	TLL10	k99_163177	1	5356	5356	
TLL10_174133__full	5320	TLL10	k99_174133	1	5320	5320	
TLL10_182645__full	5817	TLL10	k99_182645	1	5817	5817	
TLL10_223125__full	6785	TLL10	k99_223125	1	6785	6785	
TLL10_237432__full	5316	TLL10	k99_237432	1	5316	5316	
TLL10_277361__full	7587	TLL10	k99_277361	1	7587	7587	
TLL10_278954__full	5814	TLL10	k99_278954	1	5814	5814	
TLL10_285693__full	6431	TLL10	k99_285693	1	6431	6431	
TLL10_189483__full	5143	TLL10	k99_189483	1	5143	5143	TLL10.bin.35.fa
TLL10_95524__full	6904	TLL10	k99_95524	1	6904	6904	
TLL10_174437__full	6250	TLL10	k99_174437	1	6250	6250	
TLL10_181925__full	9395	TLL10	k99_181925	1	9395	9395	
TLL10_165677__full	8336	TLL10	k99_165677	1	8336	8336	
TLL10_2155__full	11013	TLL10	k99_2155	1	11013	11013	TLL10.bin.41.fa
TLL10_68279__full	7966	TLL10	k99_68279	1	7966	7966	TLL10.bin.41.fa
TLL10_74965__full	8939	TLL10	k99_74965	1	8939	8939	
TLL10_104620__full	13149	TLL10	k99_104620	1	13149	13149	
TLL10_105602__full	25370	TLL10	k99_105602	1	25370	25370	
TLL10_8629__full	5080	TLL10	k99_8629	1	5080	5080	
TLL10_12224__full	6039	TLL10	k99_12224	1	6039	6039	
TLL10_42262__full	9387	TLL10	k99_42262	1	9387	9387	
TLL10_171729__full	5351	TLL10	k99_171729	1	5351	5351	
TLL10_6229__full	7505	TLL10	k99_6229	1	7505	7505	
TLL10_48946__full	7173	TLL10	k99_48946	1	7173	7173	
TLL10_51750__full	12554	TLL10	k99_51750	1	12554	12554	
TLL10_135107__full	5434	TLL10	k99_135107	1	5434	5434	
TLL10_149396__full	19442	TLL10	k99_149396	1	19442	19442	
TLL10_246__full	6570	TLL10	k99_246	1	6570	6570	
TLL10_59819__full	7377	TLL10	k99_59819	1	7377	7377	
TLL10_63487__full	9648	TLL10	k99_63487	1	9648	9648	
TLL10_553__full	17299	TLL10	k99_553	1	17299	17299	
TLL10_575__full	12092	TLL10	k99_575	1	12092	12092	
TLL10_940__full	7543	TLL10	k99_940	1	7543	7543	
TLL10_1084__full	7088	TLL10	k99_1084	1	7088	7088	
TLL10_3233__full	8380	TLL10	k99_3233	1	8380	8380	
TLL10_8550__full	7808	TLL10	k99_8550	1	7808	7808	
TLL10_8919__full	11083	TLL10	k99_8919	1	11083	11083	
TLL10_9029__full	10159	TLL10	k99_9029	1	10159	10159	
TLL10_9243__full	7703	TLL10	k99_9243	1	7703	7703	
TLL10_10769__full	17076	TLL10	k99_10769	1	17076	17076	
TLL10_10840__full	5458	TLL10	k99_10840	1	5458	5458	
TLL10_11088__full	27174	TLL10	k99_11088	1	27174	27174	
TLL10_14767__full	9632	TLL10	k99_14767	1	9632	9632	
TLL10_16477__full	25933	TLL10	k99_16477	1	25933	25933	
TLL10_16823__full	6992	TLL10	k99_16823	1	6992	6992	
TLL10_17461__full	6060	TLL10	k99_17461	1	6060	6060	
TLL10_18928__full	12031	TLL10	k99_18928	1	12031	12031	
TLL10_19677__lt2gene	6104	TLL10	k99_19677	1	6104	6104	
TLL10_20531__full	8234	TLL10	k99_20531	1	8234	8234	
TLL10_21430__full	20076	TLL10	k99_21430	1	20076	20076	
TLL10_22283__full	7005	TLL10	k99_22283	1	7005	7005	
TLL10_22689__full	10089	TLL10	k99_22689	1	10089	10089	
TLL10_22973__full	11459	TLL10	k99_22973	1	11459	11459	
TLL10_24011__full	33711	TLL10	k99_24011	1	33711	33711	
TLL10_24416__full	11804	TLL10	k99_24416	1	11804	11804	
TLL10_24696__full	11791	TLL10	k99_24696	1	11791	11791	
TLL10_25857__full	6308	TLL10	k99_25857	1	6308	6308	
TLL10_30730__full	14019	TLL10	k99_30730	1	14019	14019	
TLL10_31204__full	33227	TLL10	k99_31204	1	33227	33227	
TLL10_33199__full	16211	TLL10	k99_33199	1	16211	16211	
TLL10_33511__full	12256	TLL10	k99_33511	1	12256	12256	
TLL10_33821__full	12462	TLL10	k99_33821	1	12462	12462	
TLL10_34054__full	8240	TLL10	k99_34054	1	8240	8240	
TLL10_36470__full	8408	TLL10	k99_36470	1	8408	8408	
TLL10_38967__full	6152	TLL10	k99_38967	1	6152	6152	
TLL10_39271__full	7620	TLL10	k99_39271	1	7620	7620	
TLL10_40620__full	5740	TLL10	k99_40620	1	5740	5740	
TLL10_44861__full	20439	TLL10	k99_44861	1	20439	20439	
TLL10_47348__full	8944	TLL10	k99_47348	1	8944	8944	
TLL10_48203__full	7107	TLL10	k99_48203	1	7107	7107	
TLL10_48528__full	6430	TLL10	k99_48528	1	6430	6430	
TLL10_49432__full	11496	TLL10	k99_49432	1	11496	11496	
TLL10_50083__full	5524	TLL10	k99_50083	1	5524	5524	
TLL10_51646__full	7002	TLL10	k99_51646	1	7002	7002	
TLL10_54109__full	5136	TLL10	k99_54109	1	5136	5136	
TLL10_55714__full	6423	TLL10	k99_55714	1	6423	6423	
TLL10_56239__full	13467	TLL10	k99_56239	1	13467	13467	
TLL10_56496__full	5842	TLL10	k99_56496	1	5842	5842	
TLL10_58293__full	5060	TLL10	k99_58293	1	5060	5060	
TLL10_58502__full	11350	TLL10	k99_58502	1	11350	11350	
TLL10_58814__full	5071	TLL10	k99_58814	1	5071	5071	
TLL10_58881__full	11532	TLL10	k99_58881	1	11532	11532	
TLL10_60857__full	9139	TLL10	k99_60857	1	9139	9139	
TLL10_61833__full	9624	TLL10	k99_61833	1	9624	9624	
TLL10_63499__full	5984	TLL10	k99_63499	1	5984	5984	
TLL10_63588__full	13793	TLL10	k99_63588	1	13793	13793	
TLL10_64546__full	21093	TLL10	k99_64546	1	21093	21093	
TLL10_66459__full	13899	TLL10	k99_66459	1	13899	13899	
TLL10_67182__full	5911	TLL10	k99_67182	1	5911	5911	
TLL10_68468__full	16730	TLL10	k99_68468	1	16730	16730	
TLL10_68876__full	5813	TLL10	k99_68876	1	5813	5813	
TLL10_69687__full	12170	TLL10	k99_69687	1	12170	12170	
TLL10_71004__full	12274	TLL10	k99_71004	1	12274	12274	
TLL10_71754__full	31154	TLL10	k99_71754	1	31154	31154	
TLL10_72496__full	13383	TLL10	k99_72496	1	13383	13383	
TLL10_73033__full	10129	TLL10	k99_73033	1	10129	10129	
TLL10_73485__full	7366	TLL10	k99_73485	1	7366	7366	
TLL10_75920__full	6406	TLL10	k99_75920	1	6406	6406	
TLL10_78120__full	9934	TLL10	k99_78120	1	9934	9934	
TLL10_80187__full	8210	TLL10	k99_80187	1	8210	8210	
TLL10_81196__full	5779	TLL10	k99_81196	1	5779	5779	
TLL10_81772__full	9909	TLL10	k99_81772	1	9909	9909	
TLL10_82256__full	5217	TLL10	k99_82256	1	5217	5217	
TLL10_82942__full	10934	TLL10	k99_82942	1	10934	10934	
TLL10_85403__full	13922	TLL10	k99_85403	1	13922	13922	
TLL10_86149__full	6370	TLL10	k99_86149	1	6370	6370	
TLL10_89294__full	9333	TLL10	k99_89294	1	9333	9333	
TLL10_93710__full	6209	TLL10	k99_93710	1	6209	6209	
TLL10_95956__full	10343	TLL10	k99_95956	1	10343	10343	
TLL10_97305__full	20055	TLL10	k99_97305	1	20055	20055	
TLL10_98072__full	11052	TLL10	k99_98072	1	11052	11052	
TLL10_99028__full	31528	TLL10	k99_99028	1	31528	31528	
TLL10_99204__full	7715	TLL10	k99_99204	1	7715	7715	
TLL10_100210__full	10729	TLL10	k99_100210	1	10729	10729	
TLL10_100770__full	5121	TLL10	k99_100770	1	5121	5121	
TLL10_101107__full	9242	TLL10	k99_101107	1	9242	9242	
TLL10_105722__full	8708	TLL10	k99_105722	1	8708	8708	
TLL10_106903__full	9423	TLL10	k99_106903	1	9423	9423	
TLL10_107204__full	9519	TLL10	k99_107204	1	9519	9519	
TLL10_108066__full	6028	TLL10	k99_108066	1	6028	6028	
TLL10_108199__full	12329	TLL10	k99_108199	1	12329	12329	
TLL10_108771__full	16747	TLL10	k99_108771	1	16747	16747	
TLL10_110426__full	6916	TLL10	k99_110426	1	6916	6916	
TLL10_117283__full	6254	TLL10	k99_117283	1	6254	6254	
TLL10_119522__full	7243	TLL10	k99_119522	1	7243	7243	
TLL10_120681__full	6343	TLL10	k99_120681	1	6343	6343	
TLL10_121903__full	26318	TLL10	k99_121903	1	26318	26318	
TLL10_130012__full	5719	TLL10	k99_130012	1	5719	5719	
TLL10_135666__full	5794	TLL10	k99_135666	1	5794	5794	
TLL10_148882__full	6353	TLL10	k99_148882	1	6353	6353	
TLL10_152041__full	17687	TLL10	k99_152041	1	17687	17687	
TLL10_152070__full	5901	TLL10	k99_152070	1	5901	5901	
TLL10_157202__full	5209	TLL10	k99_157202	1	5209	5209	
TLL10_157856__full	7962	TLL10	k99_157856	1	7962	7962	
TLL10_158884__full	5692	TLL10	k99_158884	1	5692	5692	
TLL10_159409__full	5991	TLL10	k99_159409	1	5991	5991	
TLL10_168429__full	5089	TLL10	k99_168429	1	5089	5089	
TLL10_174392__full	19977	TLL10	k99_174392	1	19977	19977	
TLL10_174926__full	6799	TLL10	k99_174926	1	6799	6799	
TLL10_175503__full	5015	TLL10	k99_175503	1	5015	5015	
TLL10_177655__full	26366	TLL10	k99_177655	1	26366	26366	
TLL10_179596__full	7049	TLL10	k99_179596	1	7049	7049	
TLL10_183303__full	18449	TLL10	k99_183303	1	18449	18449	
TLL10_185330__full	8209	TLL10	k99_185330	1	8209	8209	
TLL10_187112__full	24233	TLL10	k99_187112	1	24233	24233	
TLL10_187376__full	6070	TLL10	k99_187376	1	6070	6070	
TLL10_192855__full	8134	TLL10	k99_192855	1	8134	8134	
TLL10_195643__full	5271	TLL10	k99_195643	1	5271	5271	
TLL10_196834__full	10116	TLL10	k99_196834	1	10116	10116	
TLL10_196920__full	7082	TLL10	k99_196920	1	7082	7082	
TLL10_198354__full	7166	TLL10	k99_198354	1	7166	7166	
TLL10_200808__full	28316	TLL10	k99_200808	1	28316	28316	
TLL10_201697__full	10819	TLL10	k99_201697	1	10819	10819	
TLL10_207180__full	9160	TLL10	k99_207180	1	9160	9160	
TLL10_214176__full	10775	TLL10	k99_214176	1	10775	10775	
TLL10_226471__full	7554	TLL10	k99_226471	1	7554	7554	
TLL10_231631__full	6180	TLL10	k99_231631	1	6180	6180	
TLL10_239023__full	5281	TLL10	k99_239023	1	5281	5281	
TLL10_240858__full	18798	TLL10	k99_240858	1	18798	18798	
TLL10_255210__full	5659	TLL10	k99_255210	1	5659	5659	
TLL10_273710__full	8869	TLL10	k99_273710	1	8869	8869	
TLL11_94662__0_partial_1	8077	TLL11	k99_94662	2	8078	47598	
TLL11_8725__full_1	5294	TLL11	k99_8725	1	5294	5456	TLL11.bin.11.fa
TLL11_129364__full_1	14148	TLL11	k99_129364	5498	19645	19645	TLL11.bin.20.fa
TLL11_66101__full_1	9305	TLL11	k99_66101	4382	13686	13686	
TLL11_158173__full_1	11614	TLL11	k99_158173	1	11614	13138	
TLL11_163859__full_1	5914	TLL11	k99_163859	1638	7551	7551	
TLL11_111960__full_1	6439	TLL11	k99_111960	1	6439	14767	TLL11.bin.39.fa
TLL11_16638__full_1	5431	TLL11	k99_16638	1	5431	5746	TLL11.bin.45.fa
TLL11_38503__full_1	24167	TLL11	k99_38503	5247	29413	29413	
TLL11_182631__full_1	11794	TLL11	k99_182631	1	11794	18605	TLL11.bin.60.fa
TLL11_315292__full_1	11357	TLL11	k99_315292	1	11357	19776	TLL11.bin.60.fa
TLL11_19361__full_1	5688	TLL11	k99_19361	1	5688	7897	
TLL11_249171__full_1	41182	TLL11	k99_249171	3829	45010	47327	
TLL11_43151__full	14513	TLL11	k99_43151	1	14513	14513	TLL11.bin.12.fa
TLL11_10933__full	14587	TLL11	k99_10933	1	14587	14587	
TLL11_85941__full	7685	TLL11	k99_85941	1	7685	7685	
TLL11_122323__full	14835	TLL11	k99_122323	1	14835	14835	
TLL11_165715__full	6575	TLL11	k99_165715	1	6575	6575	
TLL11_200238__full	7237	TLL11	k99_200238	1	7237	7237	
TLL11_236914__full	5672	TLL11	k99_236914	1	5672	5672	
TLL11_13083__full	13103	TLL11	k99_13083	1	13103	13103	
TLL11_16386__full	8407	TLL11	k99_16386	1	8407	8407	
TLL11_82294__full	10911	TLL11	k99_82294	1	10911	10911	
TLL11_184847__full	10034	TLL11	k99_184847	1	10034	10034	
TLL11_214356__full	6942	TLL11	k99_214356	1	6942	6942	
TLL11_221900__full	9517	TLL11	k99_221900	1	9517	9517	
TLL11_232354__full	9682	TLL11	k99_232354	1	9682	9682	
TLL11_318619__full	6276	TLL11	k99_318619	1	6276	6276	
TLL11_690__full	5358	TLL11	k99_690	1	5358	5358	
TLL11_84634__full	8058	TLL11	k99_84634	1	8058	8058	TLL11.bin.20.fa
TLL11_15406__full	14605	TLL11	k99_15406	1	14605	14605	TLL11.bin.21.fa
TLL11_56023__full	18750	TLL11	k99_56023	1	18750	18750	TLL11.bin.21.fa
TLL11_295252__full	7501	TLL11	k99_295252	1	7501	7501	
TLL11_11378__full	9380	TLL11	k99_11378	1	9380	9380	
TLL11_54368__full	5568	TLL11	k99_54368	1	5568	5568	
TLL11_61714__full	9488	TLL11	k99_61714	1	9488	9488	
TLL11_98794__full	10763	TLL11	k99_98794	1	10763	10763	
TLL11_107632__full	5748	TLL11	k99_107632	1	5748	5748	
TLL11_140086__full	5830	TLL11	k99_140086	1	5830	5830	
TLL11_194514__full	9801	TLL11	k99_194514	1	9801	9801	
TLL11_359100__full	9786	TLL11	k99_359100	1	9786	9786	
TLL11_158059__full	5858	TLL11	k99_158059	1	5858	5858	TLL11.bin.25.fa
TLL11_164691__full	6471	TLL11	k99_164691	1	6471	6471	TLL11.bin.25.fa
TLL11_188728__full	5292	TLL11	k99_188728	1	5292	5292	TLL11.bin.25.fa
TLL11_21302__full	5796	TLL11	k99_21302	1	5796	5796	
TLL11_87532__full	11343	TLL11	k99_87532	1	11343	11343	
TLL11_82331__full	7069	TLL11	k99_82331	1	7069	7069	TLL11.bin.27.fa
TLL11_318612__full	6183	TLL11	k99_318612	1	6183	6183	
TLL11_148371__full	8428	TLL11	k99_148371	1	8428	8428	
TLL11_144623__full	7016	TLL11	k99_144623	1	7016	7016	
TLL11_25592__full	11120	TLL11	k99_25592	1	11120	11120	
TLL11_28679__full	6867	TLL11	k99_28679	1	6867	6867	
TLL11_40517__full	9404	TLL11	k99_40517	1	9404	9404	
TLL11_75098__full	18571	TLL11	k99_75098	1	18571	18571	
TLL11_86154__full	6763	TLL11	k99_86154	1	6763	6763	
TLL11_99449__full	13430	TLL11	k99_99449	1	13430	13430	
TLL11_117570__full	5250	TLL11	k99_117570	1	5250	5250	
TLL11_138125__full	5858	TLL11	k99_138125	1	5858	5858	
TLL11_141747__full	10531	TLL11	k99_141747	1	10531	10531	
TLL11_175786__full	5301	TLL11	k99_175786	1	5301	5301	
TLL11_187936__full	7553	TLL11	k99_187936	1	7553	7553	
TLL11_212643__full	5230	TLL11	k99_212643	1	5230	5230	
TLL11_212779__full	5779	TLL11	k99_212779	1	5779	5779	
TLL11_235544__full	7907	TLL11	k99_235544	1	7907	7907	
TLL11_237791__full	8186	TLL11	k99_237791	1	8186	8186	
TLL11_248923__full	7801	TLL11	k99_248923	1	7801	7801	
TLL11_266401__full	18980	TLL11	k99_266401	1	18980	18980	
TLL11_267987__full	5433	TLL11	k99_267987	1	5433	5433	
TLL11_306757__full	12846	TLL11	k99_306757	1	12846	12846	
TLL11_330592__full	8382	TLL11	k99_330592	1	8382	8382	
TLL11_162454__full	28204	TLL11	k99_162454	1	28204	28204	TLL11.bin.36.fa
TLL11_9127__full	10705	TLL11	k99_9127	1	10705	10705	TLL11.bin.39.fa
TLL11_39178__full	10698	TLL11	k99_39178	1	10698	10698	TLL11.bin.39.fa
TLL11_45482__full	5764	TLL11	k99_45482	1	5764	5764	TLL11.bin.39.fa
TLL11_155188__full	22827	TLL11	k99_155188	1	22827	22827	TLL11.bin.39.fa
TLL11_232176__full	15246	TLL11	k99_232176	1	15246	15246	TLL11.bin.39.fa
TLL11_263523__full	5108	TLL11	k99_263523	1	5108	5108	TLL11.bin.39.fa
TLL11_44085__full	8423	TLL11	k99_44085	1	8423	8423	TLL11.bin.3.fa
TLL11_82726__full	11194	TLL11	k99_82726	1	11194	11194	TLL11.bin.3.fa
TLL11_222973__full	10668	TLL11	k99_222973	1	10668	10668	TLL11.bin.3.fa
TLL11_233141__full	5801	TLL11	k99_233141	1	5801	5801	TLL11.bin.42.fa
TLL11_59894__full	32385	TLL11	k99_59894	1	32385	32385	
TLL11_166256__full	6167	TLL11	k99_166256	1	6167	6167	
TLL11_157906__full	19697	TLL11	k99_157906	1	19697	19697	TLL11.bin.45.fa
TLL11_57707__full	5081	TLL11	k99_57707	1	5081	5081	TLL11.bin.46.fa
TLL11_73002__full	5027	TLL11	k99_73002	1	5027	5027	TLL11.bin.46.fa
TLL11_189358__full	5841	TLL11	k99_189358	1	5841	5841	TLL11.bin.46.fa
TLL11_273275__full	7097	TLL11	k99_273275	1	7097	7097	TLL11.bin.47.fa
TLL11_54117__full	21852	TLL11	k99_54117	1	21852	21852	
TLL11_55880__full	9659	TLL11	k99_55880	1	9659	9659	
TLL11_26331__full	5919	TLL11	k99_26331	1	5919	5919	TLL11.bin.4.fa
TLL11_253987__full	8447	TLL11	k99_253987	1	8447	8447	TLL11.bin.4.fa
TLL11_17107__full	5557	TLL11	k99_17107	1	5557	5557	TLL11.bin.50.fa
TLL11_109894__full	5275	TLL11	k99_109894	1	5275	5275	
TLL11_240031__full	5060	TLL11	k99_240031	1	5060	5060	
TLL11_258006__full	5975	TLL11	k99_258006	1	5975	5975	
TLL11_20824__full	7083	TLL11	k99_20824	1	7083	7083	
TLL11_23695__full	22382	TLL11	k99_23695	1	22382	22382	
TLL11_86181__full	16085	TLL11	k99_86181	1	16085	16085	
TLL11_119941__full	9844	TLL11	k99_119941	1	9844	9844	
TLL11_182987__full	21564	TLL11	k99_182987	1	21564	21564	
TLL11_231431__full	5478	TLL11	k99_231431	1	5478	5478	
TLL11_30052__full	8490	TLL11	k99_30052	1	8490	8490	TLL11.bin.5.fa
TLL11_82194__full	7277	TLL11	k99_82194	1	7277	7277	TLL11.bin.5.fa
TLL11_116853__full	7900	TLL11	k99_116853	1	7900	7900	TLL11.bin.5.fa
TLL11_207858__full	11584	TLL11	k99_207858	1	11584	11584	TLL11.bin.5.fa
TLL11_360969__full	7089	TLL11	k99_360969	1	7089	7089	TLL11.bin.5.fa
TLL11_49472__full	6189	TLL11	k99_49472	1	6189	6189	TLL11.bin.62.fa
TLL11_147908__full	5389	TLL11	k99_147908	1	5389	5389	TLL11.bin.62.fa
TLL11_176885__full	8404	TLL11	k99_176885	1	8404	8404	TLL11.bin.62.fa
TLL11_217547__full	5001	TLL11	k99_217547	1	5001	5001	TLL11.bin.62.fa
TLL11_331__full	5067	TLL11	k99_331	1	5067	5067	
TLL11_1513__full	8707	TLL11	k99_1513	1	8707	8707	
TLL11_4340__full	6190	TLL11	k99_4340	1	6190	6190	
TLL11_4827__full	6874	TLL11	k99_4827	1	6874	6874	
TLL11_5610__full	5450	TLL11	k99_5610	1	5450	5450	
TLL11_5698__full	5243	TLL11	k99_5698	1	5243	5243	
TLL11_6321__full	54121	TLL11	k99_6321	1	54121	54121	
TLL11_11236__full	7073	TLL11	k99_11236	1	7073	7073	
TLL11_15558__full	23040	TLL11	k99_15558	1	23040	23040	
TLL11_24105__full	12269	TLL11	k99_24105	1	12269	12269	
TLL11_30199__full	12884	TLL11	k99_30199	1	12884	12884	
TLL11_30386__full	6921	TLL11	k99_30386	1	6921	6921	
TLL11_31312__full	22477	TLL11	k99_31312	1	22477	22477	
TLL11_36090__full	7109	TLL11	k99_36090	1	7109	7109	
TLL11_36362__full	13688	TLL11	k99_36362	1	13688	13688	
TLL11_37090__full	13479	TLL11	k99_37090	1	13479	13479	
TLL11_38108__full	7340	TLL11	k99_38108	1	7340	7340	
TLL11_40221__full	5814	TLL11	k99_40221	1	5814	5814	
TLL11_41654__full	11112	TLL11	k99_41654	1	11112	11112	
TLL11_42289__full	5689	TLL11	k99_42289	1	5689	5689	
TLL11_44916__full	10849	TLL11	k99_44916	1	10849	10849	
TLL11_45130__full	5687	TLL11	k99_45130	1	5687	5687	
TLL11_47078__full	5157	TLL11	k99_47078	1	5157	5157	
TLL11_50372__full	13232	TLL11	k99_50372	1	13232	13232	
TLL11_51602__full	7898	TLL11	k99_51602	1	7898	7898	
TLL11_53037__full	5346	TLL11	k99_53037	1	5346	5346	
TLL11_56622__full	5689	TLL11	k99_56622	1	5689	5689	
TLL11_63835__full	7044	TLL11	k99_63835	1	7044	7044	
TLL11_66971__full	7069	TLL11	k99_66971	1	7069	7069	
TLL11_66985__full	6670	TLL11	k99_66985	1	6670	6670	
TLL11_68710__full	12801	TLL11	k99_68710	1	12801	12801	
TLL11_70039__full	10290	TLL11	k99_70039	1	10290	10290	
TLL11_73247__full	9477	TLL11	k99_73247	1	9477	9477	
TLL11_74954__full	5720	TLL11	k99_74954	1	5720	5720	
TLL11_78143__full	7600	TLL11	k99_78143	1	7600	7600	
TLL11_78343__full	8651	TLL11	k99_78343	1	8651	8651	
TLL11_78510__full	5602	TLL11	k99_78510	1	5602	5602	
TLL11_84885__full	5133	TLL11	k99_84885	1	5133	5133	
TLL11_85176__full	5501	TLL11	k99_85176	1	5501	5501	
TLL11_87214__full	36076	TLL11	k99_87214	1	36076	36076	
TLL11_87326__full	5839	TLL11	k99_87326	1	5839	5839	
TLL11_92947__full	15198	TLL11	k99_92947	1	15198	15198	
TLL11_93686__full	11629	TLL11	k99_93686	1	11629	11629	
TLL11_94171__full	17085	TLL11	k99_94171	1	17085	17085	
TLL11_97394__full	11557	TLL11	k99_97394	1	11557	11557	
TLL11_100095__full	8327	TLL11	k99_100095	1	8327	8327	
TLL11_101013__full	5412	TLL11	k99_101013	1	5412	5412	
TLL11_101093__full	5720	TLL11	k99_101093	1	5720	5720	
TLL11_105718__full	14132	TLL11	k99_105718	1	14132	14132	
TLL11_105887__full	15862	TLL11	k99_105887	1	15862	15862	
TLL11_106512__full	14514	TLL11	k99_106512	1	14514	14514	
TLL11_108817__full	8690	TLL11	k99_108817	1	8690	8690	
TLL11_110655__full	7033	TLL11	k99_110655	1	7033	7033	
TLL11_111750__full	5260	TLL11	k99_111750	1	5260	5260	
TLL11_114797__full	13411	TLL11	k99_114797	1	13411	13411	
TLL11_115528__full	6855	TLL11	k99_115528	1	6855	6855	
TLL11_118243__full	8864	TLL11	k99_118243	1	8864	8864	
TLL11_119718__full	5894	TLL11	k99_119718	1	5894	5894	
TLL11_120565__full	6532	TLL11	k99_120565	1	6532	6532	
TLL11_121416__full	6395	TLL11	k99_121416	1	6395	6395	
TLL11_124088__full	13684	TLL11	k99_124088	1	13684	13684	
