seq_id_hyb	seq_len_hyb	votu95_id	sample_id_hyb	seq_id_sr	seq_len_sr	sample_id_sr	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TLL16_opera_contig_333	30730	hyb_TLL16_opera_contig_333	16	TLL16_k99_8388	12077	16	TLL16_opera_contig_333	1	30730	8304	23535	76.5864	31.2888	40.0	60.0
TLL16_opera_contig_3_provirus_24327_65204	40878	hyb_TLL16_opera_contig_3_provirus_24327_65204	16	TLL16_k99_100186	16707	16	TLL16_opera_contig_3_provirus_24327_65204	1	40878	12964	40878	100.0	41.2794	39.7	60.0
TLL16_opera_contig_42	69617	hyb_TLL16_opera_contig_42	16	TLL16_k99_173368	10605	16	TLL16_opera_contig_42	1	69617	6579	68260	98.0508	11.6216	39.8	60.0
TLL16_opera_contig_44	63817	hyb_TLL16_opera_contig_44	16	TLL16_k99_89578	15187	16	TLL16_opera_contig_44	1	63817	7121	63535	99.5581	13.694	39.8	60.0
TLL16_opera_contig_442	28217	hyb_TLL16_opera_contig_442	16	TLL16_k99_17369	8245	16	TLL16_opera_contig_442	1	28217	25527	28212	99.9823	110.335	39.9	58.2
TLL16_opera_contig_52	64762	hyb_TLL16_opera_contig_52	16	TLL16_k99_195086	8029	16	TLL16_opera_contig_52	1	64762	47650	64755	99.9892	89.2207	40.0	58.9
TLL16_opera_contig_54	61165	hyb_TLL16_opera_contig_54	16	TLL16_k99_348227	27134	16	TLL16_opera_contig_54	1	61165	11474	60926	99.6093	23.9364	39.7	60.0
TLL16_opera_contig_593	16451	hyb_TLL16_opera_contig_593	16	TLL16_k99_337804	5637	16	TLL16_opera_contig_593	1	16451	1246	15172	92.2254	9.54246	39.6	60.0
TLL16_opera_contig_63_provirus_6_34430	34425	hyb_TLL16_opera_contig_63_provirus_6_34430	16	TLL16_k99_211158	10825	16	TLL16_opera_contig_63_provirus_6_34430	1	34425	5561	34420	99.9855	19.6098	39.8	60.0
TLL16_opera_contig_690	17631	hyb_TLL16_opera_contig_690	16	TLL16_k99_325187	5317	16	TLL16_opera_contig_690	1	17631	912	16621	94.2715	6.52493	39.7	60.0
TLL16_opera_contig_694	15522	hyb_TLL16_opera_contig_694	16	TLL16_k99_274374	7508	16	TLL16_opera_contig_694	1	15522	1035	15167	97.7129	8.21557	39.8	60.0
TLL16_opera_contig_695	14248	hyb_TLL16_opera_contig_695	16	TLL16_k99_135397	5392	16	TLL16_opera_contig_695	1	14248	8569	14248	100.0	72.1961	39.9	60.0
TLL16_opera_contig_72_provirus_1_48849	48849	hyb_TLL16_opera_contig_72_provirus_1_48849	16	TLL16_k99_43967	10587	16	TLL16_opera_contig_72_provirus_1_48849	1	48849	25127	48849	100.0	63.6077	39.9	60.0
TLL16_opera_contig_76_provirus_4566_55288	50723	hyb_TLL16_opera_contig_76_provirus_4566_55288	16	TLL16_k99_128109	10939	16	TLL16_opera_contig_76_provirus_4566_55288	1	50723	16485	50723	100.0	39.7856	39.8	60.0
TLL16_opera_contig_779	13116	hyb_TLL16_opera_contig_779	16	TLL16_k99_152757	5913	16	TLL16_opera_contig_779	1	13116	1468	12896	98.3227	13.8872	39.9	60.0
TLL16_opera_contig_870	15568	hyb_TLL16_opera_contig_870	16	TLL16_k99_89393	6518	16	TLL16_opera_contig_870	1	15568	4133	15435	99.1457	33.1244	39.7	60.0
TLL16_opera_contig_89	47970	hyb_TLL16_opera_contig_89	16	TLL16_k99_309617	8476	16	TLL16_opera_contig_89	1	47970	4382	47883	99.8186	11.3486	39.8	60.0
TLL16_opera_contig_97	43630	hyb_TLL16_opera_contig_97	16	TLL16_k99_100824	9995	16	TLL16_opera_contig_97	1	43630	32419	43529	99.7685	92.2854	39.7	59.9
TLL17_259605__full_1	26610	hyb_TLL17_259605__full_1	17	TLL17_k99_15895	7539	17	TLL17_259605__full_1	1	26610	7124	26610	100.0	34.3485	39.5	60.0
TLL17_266651__0_partial_1	21147	hyb_TLL17_266651__0_partial_1	17	TLL17_k99_53433	9486	17	TLL17_266651__0_partial_1	1	21147	9108	21144	99.9858	54.1793	39.6	60.0
TLL17_613__full	16107	hyb_TLL17_613__full	17	TLL17_34517__full	6767	17	TLL17_613__full	1	16107	1987	14496	89.9981	15.3215	39.7	59.9
TLL17_74__full_1	32287	hyb_TLL17_74__full_1	17	TLL17_k99_516092	14469	17	TLL17_74__full_1	1	32287	3348	27887	86.3722	13.0381	39.6	60.0
TLL17_8__full_1	60755	hyb_TLL17_8__full_1	17	TLL17_k99_129478	5074	17	TLL17_8__full_1	1	60755	46326	60755	100.0	97.539	39.4	60.0
TLL17_opera_contig_112	27781	hyb_TLL17_opera_contig_112	17	TLL17_k99_20570	13811	17	TLL17_opera_contig_112	1	27781	4314	27639	99.4889	19.6147	39.5	60.0
TLL17_opera_contig_124	26484	hyb_TLL17_opera_contig_124	17	TLL17_k99_49551	7004	17	TLL17_opera_contig_124	1	26484	2334	24548	92.6899	11.07	39.7	60.0
TLL17_opera_contig_134_provirus_3917_26498	22582	hyb_TLL17_opera_contig_134_provirus_3917_26498	17	TLL17_k99_413249	7144	17	TLL17_opera_contig_134_provirus_3917_26498	1	22582	10803	22582	100.0	62.7698	39.3	60.0
TLL17_opera_contig_155	24646	hyb_TLL17_opera_contig_155	17	TLL17_k99_29870	9022	17	TLL17_opera_contig_155	1	24646	2271	24646	100.0	11.5521	39.6	60.0
TLL17_opera_contig_175	22930	hyb_TLL17_opera_contig_175	17	TLL17_k99_160150	8857	17	TLL17_opera_contig_175	1	22930	5080	22885	99.8038	29.2734	39.4	60.0
TLL17_opera_contig_262740_provirus_38023_72628	34606	hyb_TLL17_opera_contig_262740_provirus_38023_72628	17	TLL17_k99_190508	7002	17	TLL17_opera_contig_262740_provirus_38023_72628	1	34606	9575	33895	97.9454	36.0284	39.4	60.0
TLL17_opera_contig_263329_provirus_1_18519	18519	hyb_TLL17_opera_contig_263329_provirus_1_18519	17	TLL17_k99_73536	8722	17	TLL17_opera_contig_263329_provirus_1_18519	1	18519	3027	18519	100.0	20.4915	39.7	60.0
TLL17_opera_contig_266269_provirus_28070_47295	19226	hyb_TLL17_opera_contig_266269_provirus_28070_47295	17	TLL17_k99_383557	7217	17	TLL17_opera_contig_266269_provirus_28070_47295	1	19226	2500	19111	99.4019	16.4089	39.5	59.9
TLL17_opera_contig_40	42162	hyb_TLL17_opera_contig_40	17	TLL17_k99_373918	5419	17	TLL17_opera_contig_40	1	42162	27512	42162	100.0	80.8947	39.5	60.0
TLL17_opera_contig_458_provirus_676_12628	11953	hyb_TLL17_opera_contig_458_provirus_676_12628	17	TLL17_k99_79555	5950	17	TLL17_opera_contig_458_provirus_676_12628	1	11953	1168	11737	98.1929	12.328	39.7	60.0
TLL17_opera_contig_62	36630	hyb_TLL17_opera_contig_62	17	TLL17_k99_46709	6570	17	TLL17_opera_contig_62	1	36630	7134	36477	99.5823	24.4694	39.7	60.0
TLL17_opera_contig_896	13477	hyb_TLL17_opera_contig_896	17	TLL17_k99_485769	5125	17	TLL17_opera_contig_896	1	13477	15598	13477	100.0	144.221	39.6	60.0
TLL18_1535__full	18642	hyb_TLL18_1535__full	18	TLL18_257453__full	5540	18	TLL18_1535__full	1	18642	4604	18629	99.9303	32.0244	39.5	60.0
TLL18_180__full_1	39628	hyb_TLL18_180__full_1	18	TLL18_k99_529353	6695	18	TLL18_180__full_1	1	39628	2327	38634	97.4917	7.7658	39.4	59.8
TLL18_206__full_1	35025	hyb_TLL18_206__full_1	18	TLL18_549771__full	9339	18	TLL18_206__full_1	1	35025	2591	32499	92.788	9.68163	39.5	60.0
TLL18_253__0_partial_1	19492	hyb_TLL18_253__0_partial_1	18	TLL18_k99_510392	5494	18	TLL18_253__0_partial_1	1	19492	1939	18832	96.614	13.365	39.3	60.0
TLL18_302781__full_1	66441	hyb_TLL18_302781__full_1	18	TLL18_k99_73717	5489	18	TLL18_302781__full_1	1	66441	28569	63945	96.2433	55.9002	39.5	60.0
TLL18_304647__0_partial_1	35432	hyb_TLL18_304647__0_partial_1	18	TLL18_k99_511725	12917	18	TLL18_304647__0_partial_1	1	35432	2655	33361	94.155	9.71481	39.6	59.8
TLL18_305779__0_partial_1	43330	hyb_TLL18_305779__0_partial_1	18	TLL18_k99_130027	6446	18	TLL18_305779__0_partial_1	1	43330	9630	43330	100.0	28.7397	39.5	60.0
TLL18_305995__0_partial_1	52373	hyb_TLL18_305995__0_partial_1	18	TLL18_k99_600346	8783	18	TLL18_305995__0_partial_1	1	52373	4706	51563	98.4534	12.0371	39.2	59.8
TLL18_305996__1_partial_1	28351	hyb_TLL18_305996__1_partial_1	18	TLL18_k99_612436	6965	18	TLL18_305996__1_partial_1	1	28351	2714	28282	99.7566	12.6083	39.3	60.0
TLL18_306027__0_partial_1	38716	hyb_TLL18_306027__0_partial_1	18	TLL18_k99_105383	16975	18	TLL18_306027__0_partial_1	1	38716	39471	38716	100.0	132.083	39.6	60.0
TLL18_306109__full_1	62091	hyb_TLL18_306109__full_1	18	TLL18_k99_223676	16956	18	TLL18_306109__full_1	1	62091	4962	61869	99.6425	10.7105	39.3	60.0
TLL18_306436__full	53491	hyb_TLL18_306436__full	18	TLL18_k99_21011	6216	18	TLL18_306436__full	1	53491	3002	45718	85.4686	7.26576	39.6	60.0
TLL18_opera_contig_1062	26427	hyb_TLL18_opera_contig_1062	18	TLL18_k99_91998	6588	18	TLL18_opera_contig_1062	1	26427	3519	26420	99.9735	17.1883	39.6	59.7
TLL18_opera_contig_1081	17501	hyb_TLL18_opera_contig_1081	18	TLL18_k99_596619	8173	18	TLL18_opera_contig_1081	1	17501	1191	16745	95.6802	8.90389	39.6	60.0
TLL18_opera_contig_119	75084	hyb_TLL18_opera_contig_119	18	TLL18_k99_174980	7918	18	TLL18_opera_contig_119	1	75084	5096	72874	97.0566	8.80478	39.5	60.0
TLL18_opera_contig_162	61448	hyb_TLL18_opera_contig_162	18	TLL18_k99_211499	29049	18	TLL18_opera_contig_162	1	61448	7485	61448	100.0	15.8703	39.6	60.0
TLL18_opera_contig_167_provirus_5647_53380	47734	hyb_TLL18_opera_contig_167_provirus_5647_53380	18	TLL18_k99_253994	7227	18	TLL18_opera_contig_167_provirus_5647_53380	1	47734	5397	47378	99.2542	14.756	39.5	58.2
TLL18_opera_contig_178_provirus_32834_50638	17805	hyb_TLL18_opera_contig_178_provirus_32834_50638	18	TLL18_466193__full	5849	18	TLL18_opera_contig_178_provirus_32834_50638	1	17805	1409	17261	96.9447	10.6294	39.2	60.0
TLL18_opera_contig_275	42467	hyb_TLL18_opera_contig_275	18	TLL18_k99_153610	8980	18	TLL18_opera_contig_275	1	42467	4309	41489	97.697	13.7959	39.3	59.9
TLL18_opera_contig_279_provirus_25668_61884	36217	hyb_TLL18_opera_contig_279_provirus_25668_61884	18	TLL18_k99_137406	6204	18	TLL18_opera_contig_279_provirus_25668_61884	1	36217	36280	36217	100.0	137.02	39.2	60.0
TLL18_opera_contig_28	147816	hyb_TLL18_opera_contig_28	18	TLL18_k99_32990	35460	18	TLL18_opera_contig_28	1	147816	24758	147807	99.9939	21.7705	39.7	54.8
TLL18_opera_contig_287_provirus_26484_47761	21278	hyb_TLL18_opera_contig_287_provirus_26484_47761	18	TLL18_k99_494075	7566	18	TLL18_opera_contig_287_provirus_26484_47761	1	21278	4452	21262	99.9248	27.1768	39.6	60.0
TLL18_opera_contig_288	41061	hyb_TLL18_opera_contig_288	18	TLL18_k99_420865	7598	18	TLL18_opera_contig_288	1	41061	2616	39782	96.8851	8.51611	39.2	59.9
TLL18_opera_contig_29	142173	hyb_TLL18_opera_contig_29	18	TLL18_k99_273882	24046	18	TLL18_opera_contig_29	1	142173	15598	141208	99.3212	14.2688	39.5	60.0
TLL18_opera_contig_299248_provirus_55278_87968	32691	hyb_TLL18_opera_contig_299248_provirus_55278_87968	18	TLL18_k99_30992	6427	18	TLL18_opera_contig_299248_provirus_55278_87968	1	32691	2493	32617	99.7736	10.3259	39.2	60.0
TLL18_opera_contig_299779_provirus_14077_47108	33032	hyb_TLL18_opera_contig_299779_provirus_14077_47108	18	TLL18_k99_328956	8486	18	TLL18_opera_contig_299779_provirus_14077_47108	1	33032	4003	32908	99.6246	15.7137	39.6	60.0
TLL18_opera_contig_300504_provirus_356867_414150	57284	hyb_TLL18_opera_contig_300504_provirus_356867_414150	18	TLL18_234420__full	9469	18	TLL18_opera_contig_300504_provirus_356867_414150	1	57284	14580	57256	99.9511	32.8535	39.5	60.0
TLL18_opera_contig_302371_provirus_1_37657	37657	hyb_TLL18_opera_contig_302371_provirus_1_37657	18	TLL18_k99_34079	11999	18	TLL18_opera_contig_302371_provirus_1_37657	1	37657	9969	37657	100.0	35.0349	39.3	60.0
TLL18_opera_contig_302486_provirus_1159215_1190942	31728	hyb_TLL18_opera_contig_302486_provirus_1159215_1190942	18	TLL18_k99_48817	9190	18	TLL18_opera_contig_302486_provirus_1159215_1190942	1	31728	4614	31690	99.8802	19.1653	39.5	60.0
TLL18_opera_contig_302518_provirus_61970_95761	33792	hyb_TLL18_opera_contig_302518_provirus_61970_95761	18	TLL18_k99_172589	7594	18	TLL18_opera_contig_302518_provirus_61970_95761	1	33792	3411	33530	99.2247	13.2229	39.5	60.0
TLL18_opera_contig_303702_provirus_142755_161342	18588	hyb_TLL18_opera_contig_303702_provirus_142755_161342	18	TLL18_k99_79380	9004	18	TLL18_opera_contig_303702_provirus_142755_161342	1	18588	2609	18537	99.7256	18.22	39.4	60.0
TLL18_opera_contig_304420_provirus_55295_83503	28209	hyb_TLL18_opera_contig_304420_provirus_55295_83503	18	TLL18_k99_67844	11057	18	TLL18_opera_contig_304420_provirus_55295_83503	1	28209	4381	25267	89.5707	19.9169	39.6	51.1
TLL18_opera_contig_305654_provirus_145046_204218	59173	hyb_TLL18_opera_contig_305654_provirus_145046_204218	18	TLL18_k99_14544	14413	18	TLL18_opera_contig_305654_provirus_145046_204218	1	59173	7163	57346	96.9124	15.9771	39.4	60.0
TLL18_opera_contig_305660_provirus_31369_66811	35443	hyb_TLL18_opera_contig_305660_provirus_31369_66811	18	TLL18_k99_110852	8105	18	TLL18_opera_contig_305660_provirus_31369_66811	1	35443	8188	35384	99.8335	30.8556	39.3	60.0
TLL18_opera_contig_305668	57245	hyb_TLL18_opera_contig_305668	18	TLL18_k99_445058	21388	18	TLL18_opera_contig_305668	1	57245	14251	57234	99.9808	32.4551	39.5	60.0
TLL18_opera_contig_305993_provirus_45503_89831	44329	hyb_TLL18_opera_contig_305993_provirus_45503_89831	18	TLL18_k99_300097	6913	18	TLL18_opera_contig_305993_provirus_45503_89831	1	44329	3213	41254	93.0632	9.45307	39.4	59.8
TLL18_opera_contig_307329_provirus_74345_132239	57895	hyb_TLL18_opera_contig_307329_provirus_74345_132239	18	TLL18_k99_259964_provirus_1_22468	22468	18	TLL18_opera_contig_307329_provirus_74345_132239	1	57895	16791	57895	100.0	37.969	39.5	60.0
TLL18_opera_contig_334	38301	hyb_TLL18_opera_contig_334	18	TLL18_k99_438384	6587	18	TLL18_opera_contig_334	1	38301	2481	37213	97.1593	8.62377	39.2	60.0
TLL18_opera_contig_354	35775	hyb_TLL18_opera_contig_354	18	TLL18_k99_130056	9050	18	TLL18_opera_contig_354	1	35775	3294	35737	99.8938	12.106	39.3	59.8
TLL18_opera_contig_425	34435	hyb_TLL18_opera_contig_425	18	TLL18_k99_38884	9504	18	TLL18_opera_contig_425	1	34435	6106	34308	99.6312	22.951	39.6	52.5
TLL18_opera_contig_459	39109	hyb_TLL18_opera_contig_459	18	TLL18_k99_242849	14753	18	TLL18_opera_contig_459	1	39109	3235	38802	99.215	10.864	39.4	60.0
TLL18_opera_contig_503	29178	hyb_TLL18_opera_contig_503	18	TLL18_k99_485785	10573	18	TLL18_opera_contig_503	1	29178	3388	29148	99.8972	15.2438	39.4	60.0
TLL18_opera_contig_565	63046	hyb_TLL18_opera_contig_565	18	TLL18_k99_566715	12625	18	TLL18_opera_contig_565	1	63046	3689	34183	54.2191	7.89311	39.3	59.8
TLL19_160048__full_1	40374	hyb_TLL19_160048__full_1	19	TLL19_k99_366727	12261	19	TLL19_160048__full_1	1	40374	7428	40367	99.9827	24.0934	39.6	60.0
TLL19_160312__full_1	34572	hyb_TLL19_160312__full_1	19	TLL19_k99_96360	7459	19	TLL19_160312__full_1	1	34572	10135	34572	100.0	38.3308	39.6	60.0
TLL19_220__full	33984	hyb_TLL19_220__full	19	TLL19_220847__full	5438	19	TLL19_220__full	1	33984	68166	33983	99.9971	268.667	39.2	60.0
TLL19_78__full	37774	hyb_TLL19_78__full	19	TLL19_k99_126393	10829	19	TLL19_78__full	1	37774	4547	36068	95.4837	15.706	39.7	59.8
TLL19_opera_contig_156_provirus_241_14341	14101	hyb_TLL19_opera_contig_156_provirus_241_14341	19	TLL19_k99_258813	6302	19	TLL19_opera_contig_156_provirus_241_14341	1	14101	1685	13678	97.0002	16.0861	39.5	59.8
TLL19_opera_contig_160303_provirus_122_39456	39335	hyb_TLL19_opera_contig_160303_provirus_122_39456	19	TLL19_k99_14783	15989	19	TLL19_opera_contig_160303_provirus_122_39456	1	39335	9498	38292	97.3484	31.8524	39.5	60.0
TLL19_opera_contig_160443	16337	hyb_TLL19_opera_contig_160443	19	TLL19_k99_161524	5653	19	TLL19_opera_contig_160443	1	16337	1731	16337	100.0	13.6801	39.5	60.0
TLL19_opera_contig_161229_provirus_1_20090	20090	hyb_TLL19_opera_contig_161229_provirus_1_20090	19	TLL19_k99_99099	5491	19	TLL19_opera_contig_161229_provirus_1_20090	1	20090	2752	16263	80.9507	17.8901	39.4	59.7
TLL19_opera_contig_161257	25790	hyb_TLL19_opera_contig_161257	19	TLL19_k99_212330	5394	19	TLL19_opera_contig_161257	1	25790	4342	21481	83.292	22.3135	39.4	59.8
TLL19_opera_contig_162189_provirus_84268_100704	16437	hyb_TLL19_opera_contig_162189_provirus_84268_100704	19	TLL19_k99_45128	6842	19	TLL19_opera_contig_162189_provirus_84268_100704	1	16437	2000	12423	75.5795	15.6957	39.5	59.9
TLL19_opera_contig_163225_provirus_6174_25187	19014	hyb_TLL19_opera_contig_163225_provirus_6174_25187	19	TLL19_k99_433129	6764	19	TLL19_opera_contig_163225_provirus_6174_25187	1	19014	2058	19009	99.9737	14.33	39.5	60.0
TLL19_opera_contig_171	22756	hyb_TLL19_opera_contig_171	19	TLL19_k99_298416	10030	19	TLL19_opera_contig_171	1	22756	7241	22056	96.9239	40.4766	39.6	60.0
TLL19_opera_contig_179	20565	hyb_TLL19_opera_contig_179	19	TLL19_k99_25085	5701	19	TLL19_opera_contig_179	1	20565	1075	16556	80.5057	6.79985	39.5	60.0
TLL19_opera_contig_204	19129	hyb_TLL19_opera_contig_204	19	TLL19_k99_271314	6263	19	TLL19_opera_contig_204	1	19129	1836	18505	96.7379	12.3885	39.5	60.0
TLL19_opera_contig_39_provirus_43788_58339	14552	hyb_TLL19_opera_contig_39_provirus_43788_58339	19	TLL19_k99_346066	6579	19	TLL19_opera_contig_39_provirus_43788_58339	1	14552	2387	14552	100.0	21.3116	39.5	60.0
TLL19_opera_contig_57	43528	hyb_TLL19_opera_contig_57	19	TLL19_k99_377026	13031	19	TLL19_opera_contig_57	1	43528	10273	43315	99.5107	30.3743	39.6	60.0
TLL19_opera_contig_63	40817	hyb_TLL19_opera_contig_63	19	TLL19_k99_343219	6088	19	TLL19_opera_contig_63	1	40817	5127	35370	86.6551	16.3527	39.4	59.9
TLL19_opera_contig_72_provirus_11264_40731	29468	hyb_TLL19_opera_contig_72_provirus_11264_40731	19	TLL19_k99_176035	10217	19	TLL19_opera_contig_72_provirus_11264_40731	1	29468	4416	28833	97.8451	19.7562	39.6	60.0
TLL20_153__full	39917	hyb_TLL20_153__full	20	TLL20_107995__full	11022	20	TLL20_153__full	1	39917	6860	38263	95.8564	20.2601	39.9	60.0
TLL20_186088__0_partial_1	55893	hyb_TLL20_186088__0_partial_1	20	TLL20_k99_13657	14018	20	TLL20_186088__0_partial_1	1	55893	54726	52898	94.6415	124.693	39.4	58.0
TLL20_188628__0_partial_1	55015	hyb_TLL20_188628__0_partial_1	20	TLL20_k99_145456	7745	20	TLL20_188628__0_partial_1	1	55015	89235	55015	100.0	205.672	39.5	60.0
TLL20_321__full	21377	hyb_TLL20_321__full	20	TLL20_218009__full	6380	20	TLL20_321__full	1	21377	4975	21377	100.0	28.3956	39.7	60.0
TLL20_40__full	59343	hyb_TLL20_40__full	20	TLL20_65491__full	9360	20	TLL20_40__full	1	59343	11415	59091	99.5754	22.8694	39.9	60.0
TLL20_opera_contig_100	42902	hyb_TLL20_opera_contig_100	20	TLL20_k99_149005_provirus_12083_23744	11662	20	TLL20_opera_contig_100	1	42902	24226	42793	99.7459	67.614	39.7	59.8
TLL20_opera_contig_12	96370	hyb_TLL20_opera_contig_12	20	TLL20_k99_3506	8769	20	TLL20_opera_contig_12	1	96370	9154	94094	97.6383	11.5762	39.8	60.0
TLL20_opera_contig_134	32324	hyb_TLL20_opera_contig_134	20	TLL20_k99_159034	12688	20	TLL20_opera_contig_134	1	32324	6737	32324	100.0	26.5702	39.5	59.9
TLL20_opera_contig_1586	16796	hyb_TLL20_opera_contig_1586	20	TLL20_k99_194855	5623	20	TLL20_opera_contig_1586	1	16796	1133	7778	46.3086	8.34663	39.8	60.0
TLL20_opera_contig_163	29855	hyb_TLL20_opera_contig_163	20	TLL20_k99_37256	9189	20	TLL20_opera_contig_163	1	29855	4058	29297	98.131	17.2561	39.6	60.0
TLL20_opera_contig_185749_provirus_3_44459	44457	hyb_TLL20_opera_contig_185749_provirus_3_44459	20	TLL20_k99_109816_provirus_54_9613	9560	20	TLL20_opera_contig_185749_provirus_3_44459	1	44457	5943	40984	92.188	16.4954	39.6	60.0
TLL20_opera_contig_185972_provirus_150_54379	54230	hyb_TLL20_opera_contig_185972_provirus_150_54379	20	TLL20_k99_51725_provirus_3_25310	25308	20	TLL20_opera_contig_185972_provirus_150_54379	1	54230	15786	54230	100.0	35.3488	39.7	60.0
TLL20_opera_contig_186093_provirus_10704_66869	56166	hyb_TLL20_opera_contig_186093_provirus_10704_66869	20	TLL20_k99_121378	17207	20	TLL20_opera_contig_186093_provirus_10704_66869	1	56166	86656	56166	100.0	195.654	39.5	60.0
TLL20_opera_contig_186156_provirus_3_18495	18493	hyb_TLL20_opera_contig_186156_provirus_3_18495	20	TLL20_k99_86679	7107	20	TLL20_opera_contig_186156_provirus_3_18495	1	18493	5075	17735	95.9012	34.1168	39.5	60.0
TLL20_opera_contig_186708_provirus_98479_135166	36688	hyb_TLL20_opera_contig_186708_provirus_98479_135166	20	TLL20_k99_104566	12380	20	TLL20_opera_contig_186708_provirus_98479_135166	1	36688	21671	36688	100.0	75.9321	39.5	60.0
TLL20_opera_contig_186709_provirus_130161_147386	17226	hyb_TLL20_opera_contig_186709_provirus_130161_147386	20	TLL20_k99_58461	5456	20	TLL20_opera_contig_186709_provirus_130161_147386	1	17226	11351	17226	100.0	85.3624	39.5	60.0
TLL20_opera_contig_186711_provirus_13587_34389	20803	hyb_TLL20_opera_contig_186711_provirus_13587_34389	20	TLL20_k99_19729	5809	20	TLL20_opera_contig_186711_provirus_13587_34389	1	20803	7447	20759	99.7885	44.7053	39.6	59.9
TLL20_opera_contig_187272_provirus_911054_954421	43368	hyb_TLL20_opera_contig_187272_provirus_911054_954421	20	TLL20_k99_15546	12376	20	TLL20_opera_contig_187272_provirus_911054_954421	1	43368	20115	43368	100.0	56.9982	39.7	60.0
TLL20_opera_contig_188129_provirus_332_63041	62710	hyb_TLL20_opera_contig_188129_provirus_332_63041	20	TLL20_k99_39096	6174	20	TLL20_opera_contig_188129_provirus_332_63041	1	62710	43061	61921	98.7418	83.7664	39.7	59.7
TLL20_opera_contig_188696	29963	hyb_TLL20_opera_contig_188696	20	TLL20_k99_11208	6107	20	TLL20_opera_contig_188696	1	29963	18709	29624	98.8686	77.6944	39.6	60.0
TLL20_opera_contig_189814_provirus_184087_223298	39212	hyb_TLL20_opera_contig_189814_provirus_184087_223298	20	TLL20_k99_120005	5048	20	TLL20_opera_contig_189814_provirus_184087_223298	1	39212	10828	38364	97.8374	33.6886	39.7	59.7
TLL20_opera_contig_189814_provirus_385437_426958	41522	hyb_TLL20_opera_contig_189814_provirus_385437_426958	20	TLL20_k99_176616	18644	20	TLL20_opera_contig_189814_provirus_385437_426958	1	41522	10672	41121	99.0342	31.9208	39.7	59.9
TLL20_opera_contig_189839_provirus_27633_72742	45110	hyb_TLL20_opera_contig_189839_provirus_27633_72742	20	TLL20_k99_21935	6643	20	TLL20_opera_contig_189839_provirus_27633_72742	1	45110	8523	44802	99.3172	22.6377	39.7	60.0
TLL20_opera_contig_200	29557	hyb_TLL20_opera_contig_200	20	TLL20_k99_227893	5192	20	TLL20_opera_contig_200	1	29557	2681	28771	97.3407	11.0528	39.6	60.0
TLL20_opera_contig_201	27173	hyb_TLL20_opera_contig_201	20	TLL20_k99_3770	10855	20	TLL20_opera_contig_201	1	27173	4320	27143	99.8896	20.1251	39.6	60.0
TLL20_opera_contig_213	26283	hyb_TLL20_opera_contig_213	20	TLL20_k99_285428	9332	20	TLL20_opera_contig_213	1	26283	4102	26270	99.9505	18.5766	39.8	60.0
TLL20_opera_contig_22	74656	hyb_TLL20_opera_contig_22	20	TLL20_k99_848	28673	20	TLL20_opera_contig_22	1	74656	16981	74210	99.4026	28.5257	39.5	60.0
TLL20_opera_contig_257_provirus_7275_28567	21293	hyb_TLL20_opera_contig_257_provirus_7275_28567	20	TLL20_k99_9442	7837	20	TLL20_opera_contig_257_provirus_7275_28567	1	21293	2703	17342	81.4446	16.0094	39.5	60.0
TLL20_opera_contig_279	24221	hyb_TLL20_opera_contig_279	20	TLL20_97577__full	7517	20	TLL20_opera_contig_279	1	24221	3603	24134	99.6408	17.4049	39.9	60.0
TLL20_opera_contig_27_provirus_4268_55572	51305	hyb_TLL20_opera_contig_27_provirus_4268_55572	20	TLL20_k99_101050	11319	20	TLL20_opera_contig_27_provirus_4268_55572	1	51305	71288	51305	100.0	175.67	39.5	60.0
TLL20_opera_contig_291	23799	hyb_TLL20_opera_contig_291	20	TLL20_265525__full	9135	20	TLL20_opera_contig_291	1	23799	1730	22584	94.8947	9.2651	39.4	60.0
TLL20_opera_contig_41	55055	hyb_TLL20_opera_contig_41	20	TLL20_k99_125914	27404	20	TLL20_opera_contig_41	1	55055	16661	55054	99.9982	36.7917	39.7	60.0
TLL20_opera_contig_527	17662	hyb_TLL20_opera_contig_527	20	TLL20_k99_33667	5507	20	TLL20_opera_contig_527	1	17662	1199	15714	88.9707	8.55492	39.5	60.0
TLL20_opera_contig_66_provirus_3_47070	47068	hyb_TLL20_opera_contig_66_provirus_3_47070	20	TLL20_k99_245988	8260	20	TLL20_opera_contig_66_provirus_3_47070	1	47068	78125	46997	99.8492	202.66	39.7	60.0
TLL20_opera_contig_732	18803	hyb_TLL20_opera_contig_732	20	TLL20_k99_51482	6145	20	TLL20_opera_contig_732	1	18803	9768	18672	99.3033	63.0867	39.7	58.7
TLL20_opera_contig_9	107315	hyb_TLL20_opera_contig_9	20	TLL20_k99_94691	46476	20	TLL20_opera_contig_9	1	107315	51831	107315	100.0	59.118	39.7	60.0
TLL21_122562__0_partial_1	43745	hyb_TLL21_122562__0_partial_1	21	TLL21_153037__full	11597	21	TLL21_122562__0_partial_1	1	43745	5572	43472	99.3759	16.0672	39.5	60.0
TLL21_122602__full_1	24537	hyb_TLL21_122602__full_1	21	TLL21_k99_13948	8721	21	TLL21_122602__full_1	1	24537	1992	22644	92.2851	10.249	39.4	60.0
