votu95_id	num_hyb	num_sr	max_hyb_len	max_sr_len	hyb_VFC	sr_VFC
hyb_TLL96_202606__full_1	1	2	29560	7760		
hyb_TLL83_opera_contig_337	1	0	29558	0		
hyb_TLL20_opera_contig_200	4	1	29557	5192	36	
hyb_TLL34_opera_contig_257	1	0	29557	0	14	
hyb_TLL48_opera_contig_1399	1	0	29557	0		
hyb_TLL84_opera_contig_775	2	0	29556	0	73	
hyb_TLL94_opera_contig_187727_provirus_140304_169855	1	0	29552	0		
hyb_TLL94_188366__0_partial	1	1	29552	6465		
hyb_TLL102_opera_contig_414090_provirus_263524_293071	1	0	29548	0		
hyb_TLL78_opera_contig_147412	1	0	29540	0		
hyb_TLL95_opera_contig_233	1	0	29539	0		
hyb_TLL31_opera_contig_948	1	0	29537	0		
hyb_TLL103_opera_contig_260	1	0	29536	0		
hyb_TLL94_opera_contig_25_provirus_96118_125652	1	0	29535	0		
hyb_TLL59_opera_contig_123932	1	0	29531	0		
hyb_TLL22_opera_contig_162	1	2	29528	24208		
hyb_TLL71_opera_contig_1927	1	0	29527	0		
hyb_TLL31_opera_contig_827	1	1	29514	6624		
hyb_TLL37_opera_contig_157764_provirus_435986_465499	1	0	29514	0	68	
hyb_TLL38_opera_contig_1344	1	2	29514	6255	47	
hyb_TLL14_174361__full_1	1	1	29514	10999		
hyb_TLL54_opera_contig_211	1	3	29512	7967		
hyb_TLL11_opera_contig_958	2	1	29506	6860		
hyb_TLL100_opera_contig_222	1	1	29503	5819		
hyb_TLL14_opera_contig_174707	1	0	29498	0		
hyb_TLL77_opera_contig_106683_provirus_4980_34473	1	1	29494	13753		
hyb_TLL61_opera_contig_168	1	0	29481	0		
hyb_TLL99_opera_contig_160703	4	2	29481	17630		
hyb_TLL37_opera_contig_18_provirus_129813_159292	1	0	29480	0		
hyb_TLL38_opera_contig_212339_provirus_3_29482	1	2	29480	8726		
hyb_TLL19_opera_contig_72_provirus_11264_40731	1	2	29468	10217		
hyb_TLL102_opera_contig_477_provirus_2_29468	1	1	29467	24147		
hyb_TLL57_opera_contig_201	1	1	29466	26902	47	61
hyb_TLL26_opera_contig_460	1	0	29464	0		
hyb_TLL93_opera_contig_628	1	0	29457	0	345	
hyb_TLL106_opera_contig_270	1	2	29457	8689		
hyb_TLL72_opera_contig_127056_provirus_136188_165635	1	0	29448	0	167	
hyb_TLL26_opera_contig_451	1	0	29437	0		
hyb_TLL27_opera_contig_259	1	0	29434	0	94	
hyb_TLL102_opera_contig_660	1	0	29426	0		
hyb_TLL103_opera_contig_278	3	2	29425	15406		
hyb_TLL38_opera_contig_210021_provirus_499_29922	1	2	29424	9409		
hyb_TLL67_opera_contig_239	1	2	29414	29413		
hyb_TLL33_opera_contig_106230_provirus_45655_75062	1	1	29408	11870		
hyb_TLL42_opera_contig_63043_provirus_70_29472	1	0	29403	0		
hyb_TLL78_opera_contig_318	1	0	29400	0		
hyb_TLL18_305999__0_partial_1	2	1	29400	15037		
hyb_TLL75_opera_contig_162227	2	1	29399	9802		
hyb_TLL13_opera_contig_222020	1	0	29395	0	78	
hyb_TLL27_opera_contig_458	1	0	29388	0		
hyb_TLL28_opera_contig_418	1	2	29386	8588		
hyb_TLL2_152292__1_partial_1	1	2	29386	13877		
hyb_TLL107_96078__full_1	1	0	29380	0		
hyb_TLL9_opera_contig_29494	2	0	29378	0		
hyb_TLL61_opera_contig_150243_provirus_1_29377	1	1	29377	13225		
hyb_TLL90_opera_contig_195	2	3	29376	15657		
hyb_TLL91_116005__0_partial_1	1	0	29372	0		
sr_TLL84_237111__full_1	1	2	29227	29372		83
hyb_TLL26_opera_contig_186910_provirus_335067_364437	1	4	29371	16720		
hyb_TLL106_opera_contig_153654	1	0	29367	0		
hyb_TLL4_opera_contig_316	1	0	29365	0		
hyb_TLL8_opera_contig_1039	1	0	29364	0		
hyb_TLL48_opera_contig_842	1	0	29351	0		
hyb_TLL105_opera_contig_127	1	1	29351	29351	220	483
hyb_TLL33_opera_contig_305	1	0	29348	0		
sr_TLL23_k99_107181	0	1	0	29348		
hyb_TLL51_opera_contig_389	1	0	29347	0	111	
hyb_TLL12_opera_contig_190352_provirus_1_29331	1	0	29331	0	13	
hyb_TLL54_opera_contig_366	1	0	29331	0		
hyb_TLL51_opera_contig_360	1	1	29330	7128	120	
hyb_TLL101_opera_contig_485	1	1	29330	6252		
hyb_TLL74_opera_contig_328	1	1	29329	5405		
hyb_TLL20_opera_contig_261	1	0	29328	0		
hyb_TLL53_opera_contig_392	1	0	29327	0		
hyb_TLL44_opera_contig_1388	1	0	29326	0	41	
hyb_TLL83_opera_contig_233157	1	0	29322	0		
sr_TLL49_k99_240136	1	1	28868	29317		
hyb_TLL40_opera_contig_295_provirus_11988_41300	1	1	29313	6809	59	
hyb_TLL102_opera_contig_750	1	0	29308	0		
hyb_TLL13_opera_contig_390	1	1	29306	6578	3	
hyb_TLL87_opera_contig_202	1	1	29304	19408	42	
hyb_TLL27_129105__full_1	1	1	29303	9286		
hyb_TLL53_opera_contig_454	2	1	29301	5193		
hyb_TLL76_opera_contig_293	1	0	29300	0		
hyb_TLL37_opera_contig_304_provirus_29553_58850	1	0	29298	0		
hyb_TLL40_opera_contig_577	1	0	29293	0		
hyb_TLL45_opera_contig_560	1	2	29293	20702		
hyb_TLL83_opera_contig_194	1	3	29292	9304	145	
hyb_TLL83_opera_contig_229683	1	0	29288	0	11	
hyb_TLL100_opera_contig_314	1	0	29282	0		
hyb_TLL66_3053__full	1	0	29279	0		
hyb_TLL31_1047__full_1	1	0	29278	0		
hyb_TLL18_opera_contig_884	1	0	29275	0		
hyb_TLL30_opera_contig_1018	2	1	29273	12408		
hyb_TLL88_opera_contig_362	1	0	29268	0		
hyb_TLL34_35__full_1	1	3	29263	7019		
hyb_TLL30_opera_contig_314_provirus_70_29329	1	2	29260	17516		
hyb_TLL29_opera_contig_162212_provirus_38743_68001	1	0	29259	0		
hyb_TLL99_opera_contig_160003	1	0	29259	0	41	
hyb_TLL83_opera_contig_199	1	1	29257	29257	52	730
hyb_TLL30_opera_contig_1473	1	0	29250	0		
hyb_TLL13_opera_contig_704	1	0	29249	0		
hyb_TLL15_opera_contig_72837	1	0	29247	0		
hyb_TLL14_175376__full_1	1	0	29241	0		
hyb_TLL74_opera_contig_230746_provirus_18574_47807	1	0	29234	0		
hyb_TLL49_opera_contig_8631	1	0	29230	0		
hyb_TLL107_opera_contig_96077_provirus_8880_38108	2	0	29229	0		
hyb_TLL80_opera_contig_262	2	2	29228	18321		
sr_TLL55_k99_66682_provirus_165_29388	1	1	24604	29224		
hyb_TLL41_opera_contig_171	1	3	29220	12763		
hyb_TLL90_opera_contig_439	1	1	29220	6593		
hyb_TLL4_288__full_1	1	0	29211	0		
hyb_TLL98_opera_contig_175	1	0	29209	0		
hyb_TLL37_opera_contig_2637	1	0	29201	0		
hyb_TLL99_opera_contig_161701_provirus_77206_106406	1	0	29201	0		
hyb_TLL77_opera_contig_834	1	0	29199	0		
hyb_TLL18_opera_contig_533	1	1	29193	19548		
hyb_TLL81_opera_contig_1157	1	0	29188	0		
hyb_TLL51_277672__full_1	1	0	29185	0		
hyb_TLL12_opera_contig_231	1	2	29183	19059		
hyb_TLL19_42__full_1	1	0	29179	0		
hyb_TLL18_opera_contig_503	1	1	29178	10573	83	
hyb_TLL46_opera_contig_144	1	2	29176	17407		
hyb_TLL95_opera_contig_114029_provirus_305743_334918	2	1	29176	5473		
hyb_TLL94_opera_contig_567	2	1	29164	14940		
hyb_TLL30_opera_contig_352284_provirus_34092_63248	1	0	29157	0		
hyb_TLL15_opera_contig_163	1	1	29150	29150		
hyb_TLL83_opera_contig_139_provirus_1_29145	1	1	29145	17170	105	
hyb_TLL72_opera_contig_261_provirus_5462_34605	1	0	29144	0	84	
hyb_TLL70_opera_contig_74	1	0	29140	0		
hyb_TLL69_opera_contig_313	1	0	29137	0		
hyb_TLL99_opera_contig_885	1	0	29135	0		
hyb_TLL100_opera_contig_231587_provirus_299543_328672	2	2	29130	16190		
hyb_TLL32_63031__0_partial_1	2	0	29117	0		
hyb_TLL73_opera_contig_9276	1	0	29113	0		
hyb_TLL87_opera_contig_20_provirus_20496_49607	2	2	29112	7178		
hyb_TLL57_opera_contig_371	1	0	29110	0		
hyb_TLL104_108967__0_partial_1	1	4	29107	6490		
hyb_TLL98_opera_contig_1391	1	0	29097	0		
hyb_TLL52_opera_contig_271110_provirus_40002_69091	1	1	29090	8962	75	
hyb_TLL60_opera_contig_150578_provirus_75202_104291	2	0	29090	0	226	
hyb_TLL9_opera_contig_30049_provirus_607950_637038	1	2	29089	9670		
hyb_TLL28_opera_contig_715	1	1	29083	5462		
hyb_TLL51_opera_contig_343	1	4	29081	8760	3	
sr_TLL102_k99_150864	1	1	26992	29081		
hyb_TLL99_opera_contig_325	1	2	29076	19187	9	428
hyb_TLL5_308846__full_1	1	0	29065	0	68	
hyb_TLL78_opera_contig_280	1	0	29061	0		
hyb_TLL76_opera_contig_614	1	0	29058	0		
hyb_TLL6_opera_contig_628	1	0	29057	0		
hyb_TLL54_opera_contig_1_provirus_597719_626775	1	0	29057	0		
hyb_TLL96_opera_contig_274	1	1	29057	8088		
hyb_TLL42_opera_contig_115	1	0	29054	0	30	
hyb_TLL54_opera_contig_189	2	2	29054	29051		
hyb_TLL77_104686__full_1	1	0	29051	0		
hyb_TLL102_414237__full_1	1	0	29043	0	72	
hyb_TLL36_opera_contig_152262_provirus_42_29080	2	2	29039	11107		
hyb_TLL80_opera_contig_119_provirus_2_29034	5	6	29033	18911		
hyb_TLL55_opera_contig_140725_provirus_75_29100	1	0	29026	0		
hyb_TLL45_opera_contig_294245_provirus_43556_72569	1	1	29014	7519		
hyb_TLL94_opera_contig_186056	1	0	29014	0		
hyb_TLL41_opera_contig_190692_provirus_1_29010	1	1	29010	6359	11	
hyb_TLL54_opera_contig_185869_provirus_1_29009	1	0	29009	0	19	
hyb_TLL14_opera_contig_175640	1	0	29007	0		
hyb_TLL5_opera_contig_913	1	1	29005	6935		
hyb_TLL48_380__full_1	1	0	29004	0		
hyb_TLL82_170394__full_1	1	0	28995	0		
hyb_TLL95_opera_contig_316	1	0	28991	0		
hyb_TLL18_opera_contig_1540	1	0	28990	0		
hyb_TLL83_opera_contig_229610	1	1	28990	19731		
hyb_TLL85_opera_contig_246	1	2	28988	7082	36	
hyb_TLL5_opera_contig_306446	1	1	28987	11314		
hyb_TLL40_opera_contig_197061_provirus_3_28988	1	0	28986	0	59	
hyb_TLL103_opera_contig_49_provirus_73_29046	1	0	28974	0		
hyb_TLL41_opera_contig_176	1	1	28973	24225		
hyb_TLL97_opera_contig_466	1	0	28972	0		
hyb_TLL84_163877__0_partial_1	1	0	28967	0		
hyb_TLL25_opera_contig_315	1	0	28962	0		
hyb_TLL54_opera_contig_186515_provirus_45911_74865	1	0	28955	0		
hyb_TLL53_opera_contig_44_provirus_1_28954	1	0	28954	0		
hyb_TLL36_opera_contig_152661_provirus_98370_127320	32	13	28951	11135		
hyb_TLL13_opera_contig_805	1	0	28949	0		
hyb_TLL81_opera_contig_547	1	0	28944	0		
hyb_TLL72_127253__full	1	1	28944	5132		
hyb_TLL23_opera_contig_837	1	0	28942	0		
hyb_TLL10_opera_contig_162	1	0	28939	0		
hyb_TLL10_144435__0_partial_1	1	1	28935	7656		
hyb_TLL69_opera_contig_315	1	1	28931	6153		
hyb_TLL41_192119__0_partial_1	2	0	28924	0	41	
hyb_TLL86_opera_contig_349	1	0	28920	0	363	
hyb_TLL18_opera_contig_306210_provirus_77696_106604	1	0	28909	0		
hyb_TLL100_opera_contig_247	1	1	28909	5185		
hyb_TLL54_opera_contig_184178_provirus_15892_44794	2	0	28903	0		
hyb_TLL102_opera_contig_725_provirus_5519_34421	1	1	28903	6651		
hyb_TLL31_opera_contig_986	1	0	28901	0		
hyb_TLL76_opera_contig_305	3	0	28901	0		
hyb_TLL15_opera_contig_359	1	0	28899	0		
hyb_TLL58_opera_contig_114	1	0	28899	0		
hyb_TLL102_opera_contig_1082	1	0	28899	0		
hyb_TLL78_opera_contig_148580_provirus_84155_113050	2	2	28896	6003		
hyb_TLL94_1709__full	1	0	28891	0		
hyb_TLL19_160396__full_1	1	1	28889	25110		
hyb_TLL34_opera_contig_1127	1	0	28888	0		
hyb_TLL99_opera_contig_315	1	0	28887	0	47	
hyb_TLL100_opera_contig_353	1	1	28887	20205		
hyb_TLL5_opera_contig_306355	3	0	28884	0		
hyb_TLL83_opera_contig_320	1	0	28884	0		
hyb_TLL54_opera_contig_181997_provirus_103764_132646	1	0	28883	0		
hyb_TLL90_opera_contig_374	1	2	28882	15052		
hyb_TLL3_opera_contig_212989_provirus_628552_657430	1	1	28879	24958		
hyb_TLL49_opera_contig_253078	1	0	28874	0		
hyb_TLL82_opera_contig_236	1	2	28871	16763		
hyb_TLL45_623__full_1	1	1	28868	6244		
hyb_TLL44_269363__full_2	1	0	28863	0		
hyb_TLL20_opera_contig_195	1	0	28861	0	26	
hyb_TLL49_opera_contig_257	1	1	28857	8789	75	
hyb_TLL20_opera_contig_186233	1	0	28855	0		
hyb_TLL14_opera_contig_268	1	0	28848	0	13	
hyb_TLL66_opera_contig_212	1	0	28848	0		
hyb_TLL3_opera_contig_1010	1	0	28844	0		
hyb_TLL73_opera_contig_231	1	1	28844	7200		
hyb_TLL31_opera_contig_327475	1	0	28842	0	13	
hyb_TLL45_opera_contig_431_provirus_24404_53245	1	3	28842	7355		
hyb_TLL52_opera_contig_196	1	1	28832	13082	12	
hyb_TLL65_opera_contig_108515_provirus_2_28829	1	1	28828	19024		
hyb_TLL27_opera_contig_128262_provirus_14642_43464	2	2	28823	10811		
hyb_TLL39_77__full_1	2	1	28821	24499	141	554
hyb_TLL40_opera_contig_597	2	1	28805	5489		
hyb_TLL89_opera_contig_236	1	1	28804	7770	75	
hyb_TLL18_opera_contig_732	1	0	28803	0		
hyb_TLL39_298__full_1	1	1	28803	20894	36	
hyb_TLL51_opera_contig_566	1	0	28801	0		
hyb_TLL12_190215__0_partial_1	1	2	28796	23702		
hyb_TLL37_opera_contig_467	3	3	28791	5767	21	
hyb_TLL78_opera_contig_263	1	1	28782	5632		
hyb_TLL101_opera_contig_455	1	1	28782	5619		
hyb_TLL31_opera_contig_115_provirus_293_29052	2	2	28760	6647		
hyb_TLL35_opera_contig_171	1	0	28755	0	31	
hyb_TLL100_opera_contig_233457_provirus_40219_68972	3	4	28754	6937		
hyb_TLL40_opera_contig_456	1	2	28752	6827		
hyb_TLL54_opera_contig_196	1	0	28752	0	13	
hyb_TLL31_opera_contig_715	1	1	28751	14556		
hyb_TLL31_opera_contig_1418	1	0	28741	0		
hyb_TLL18_opera_contig_229_provirus_1_28740	1	0	28740	0		
hyb_TLL25_opera_contig_351_provirus_120_28857	2	4	28738	7080		
hyb_TLL97_opera_contig_383	4	5	28738	14644		
hyb_TLL3_167__full_1	1	2	28737	14205		
sr_TLL31_k99_150659	2	1	23344	28737		
hyb_TLL38_opera_contig_213565	1	2	28731	24506	7	780
hyb_TLL87_156__0_partial_1	2	0	28724	0		
hyb_TLL37_opera_contig_305_provirus_5010_33723	1	1	28714	8888	36	
hyb_TLL38_opera_contig_1636	1	1	28711	10689		
hyb_TLL5_opera_contig_1145	1	0	28704	0	13	
hyb_TLL101_opera_contig_388	1	2	28697	5700		
hyb_TLL20_189156__full_1	1	0	28681	0		
hyb_TLL45_opera_contig_715	2	1	28679	12363		
hyb_TLL82_opera_contig_171083_provirus_94008_122685	1	0	28678	0		
hyb_TLL27_opera_contig_126638	1	0	28676	0		
hyb_TLL82_opera_contig_168942_provirus_99485_128159	1	0	28675	0		
hyb_TLL28_opera_contig_257067_provirus_1077801_1106470	1	0	28670	0		
hyb_TLL26_1095__full	1	1	28662	8040		
hyb_TLL34_opera_contig_756	1	0	28660	0	68	
hyb_TLL51_833__full	1	0	28658	0		
hyb_TLL26_opera_contig_514	1	0	28654	0		
hyb_TLL60_opera_contig_307	1	1	28653	23433		
hyb_TLL41_opera_contig_188	2	1	28651	11314		
hyb_TLL87_340__full	1	1	28650	14500		
hyb_TLL31_opera_contig_1289	1	0	28649	0		
hyb_TLL64_opera_contig_209	1	2	28646	17083	36	
hyb_TLL11_opera_contig_592_provirus_3_28646	1	0	28644	0		
hyb_TLL14_opera_contig_247	1	1	28634	24407		
hyb_TLL23_opera_contig_160664_provirus_258135_286768	2	2	28634	16491		
hyb_TLL83_opera_contig_348	1	0	28633	0		
hyb_TLL54_opera_contig_838	1	0	28629	0		
hyb_TLL31_764__full_1	1	0	28628	0		
hyb_TLL108_87280__0_partial_1	1	0	28627	0		
hyb_TLL96_opera_contig_280	1	1	28625	14698		
hyb_TLL8_opera_contig_256	1	2	28624	6081		
hyb_TLL45_opera_contig_2081	1	0	28621	0		
hyb_TLL96_opera_contig_272	1	2	28615	13020	66	
hyb_TLL51_276079__0_partial	3	1	28614	9192		
hyb_TLL1_opera_contig_134763	1	1	28612	5880	148	
hyb_TLL20_opera_contig_191	1	0	28611	0		
hyb_TLL94_opera_contig_292	3	4	28610	28609		
sr_TLL38_k99_47503	0	1	0	28606		
hyb_TLL38_opera_contig_209601_provirus_69462_98062	1	1	28601	12125	146	
hyb_TLL74_opera_contig_211_provirus_10797_39397	1	2	28601	7547		
hyb_TLL34_opera_contig_1142	2	0	28600	0		
hyb_TLL100_opera_contig_231951	1	1	28599	26023		
hyb_TLL3_opera_contig_418	1	1	28593	25832		
hyb_TLL104_opera_contig_392	1	0	28587	0	291	
hyb_TLL39_opera_contig_224892	2	1	28575	13163		
hyb_TLL18_opera_contig_735	1	0	28574	0		
hyb_TLL29_opera_contig_5_provirus_198957_227527	1	2	28571	16272	31	
hyb_TLL20_opera_contig_181	1	1	28569	28569	7	780
hyb_TLL50_opera_contig_712	1	0	28567	0		
hyb_TLL96_opera_contig_300	1	0	28566	0		
hyb_TLL17_opera_contig_31_provirus_21078_49641	1	0	28564	0	146	
hyb_TLL83_opera_contig_266	3	2	28564	9905		
hyb_TLL24_107630__full_1	1	0	28556	0		
hyb_TLL24_opera_contig_626	1	0	28548	0		
hyb_TLL81_opera_contig_1375	1	0	28548	0		
hyb_TLL47_850__full_1	1	0	28546	0	26	
hyb_TLL46_148__full_1	2	4	28541	9872		
hyb_TLL102_opera_contig_693	1	2	28537	20898		
hyb_TLL109_57755__1_partial_1	3	3	28537	5534		
hyb_TLL56_opera_contig_220	1	3	28531	10073		
hyb_TLL43_opera_contig_347135	1	0	28530	0		
hyb_TLL75_opera_contig_291	1	0	28528	0	62	
sr_TLL101_k99_17174	1	1	27463	28525		
hyb_TLL81_opera_contig_218_provirus_3_28514	1	1	28512	27020	7	780
hyb_TLL52_opera_contig_265832_provirus_3_28508	1	1	28506	19913		
hyb_TLL55_139753__full_1	1	2	28495	15923		
hyb_TLL101_opera_contig_422	1	0	28489	0		
hyb_TLL34_opera_contig_284	1	1	28485	10063	36	
hyb_TLL25_opera_contig_144150_provirus_422795_451274	1	0	28480	0		
hyb_TLL89_opera_contig_174189_provirus_53675_82151	2	1	28477	8798		
hyb_TLL62_opera_contig_207	1	0	28476	0		
hyb_TLL36_151906__full_1	1	1	28474	5375	153	
hyb_TLL44_1867__full	2	1	28462	11512		
hyb_TLL45_opera_contig_293254_provirus_1_28459	1	1	28459	5160		
hyb_TLL67_opera_contig_2218_provirus_2_28455	1	0	28454	0		
hyb_TLL14_opera_contig_1554	1	0	28451	0		
hyb_TLL50_314__full	1	0	28445	0		
hyb_TLL26_321__full	1	0	28434	0		
hyb_TLL61_opera_contig_182	1	0	28425	0	70	
hyb_TLL32_opera_contig_111	1	1	28422	16679		
hyb_TLL57_opera_contig_283	1	0	28422	0	62	
hyb_TLL60_opera_contig_407	1	0	28420	0		
hyb_TLL43_opera_contig_348214_provirus_445407_473824	1	0	28418	0		
hyb_TLL37_opera_contig_157955_provirus_1_28401	1	0	28401	0		
hyb_TLL90_opera_contig_1532	1	0	28397	0		
hyb_TLL100_opera_contig_230140_provirus_505823_534219	2	1	28397	24339		
hyb_TLL49_opera_contig_227	1	2	28392	18397		
hyb_TLL64_opera_contig_131124_provirus_565865_594246	1	1	28382	20675		
hyb_TLL105_289__full_1	1	0	28375	0		
hyb_TLL9_opera_contig_122	1	2	28372	19320		
hyb_TLL20_opera_contig_207	1	0	28363	0		
hyb_TLL63_opera_contig_137705_provirus_2_28357	1	2	28356	19547		
hyb_TLL104_opera_contig_298	1	0	28356	0		
hyb_TLL64_opera_contig_129767_provirus_214_28568	1	0	28355	0		
hyb_TLL18_305992__0_partial_1	1	0	28355	0		
hyb_TLL80_opera_contig_389	2	2	28353	8222		
hyb_TLL27_125838__0_partial_1	1	0	28353	0		
hyb_TLL105_opera_contig_492	1	0	28351	0		
hyb_TLL18_305996__1_partial_1	1	1	28351	6965		
sr_TLL72_k99_12811	0	1	0	28344		
hyb_TLL15_opera_contig_73518	1	0	28343	0		
hyb_TLL95_117057__full_1	1	1	28342	7427		
hyb_TLL60_150619__full_1	1	1	28341	5710		
hyb_TLL55_opera_contig_331	1	2	28340	10236	311	
hyb_TLL44_opera_contig_494	1	0	28336	0	116	
hyb_TLL49_opera_contig_345	1	0	28334	0		
hyb_TLL39_opera_contig_225608_provirus_150777_179108	1	2	28332	13163		
hyb_TLL43_opera_contig_481	1	0	28332	0		
hyb_TLL48_opera_contig_774	1	0	28323	0	1	
hyb_TLL106_opera_contig_155529_provirus_9447_37763	1	0	28317	0		
hyb_TLL30_opera_contig_351888_provirus_10778_39088	1	0	28311	0	35	
hyb_TLL41_opera_contig_203	1	2	28311	20635		
hyb_TLL43_opera_contig_347611_provirus_136467_164774	1	0	28308	0		
hyb_TLL101_opera_contig_217305	5	1	28306	10702		
hyb_TLL21_opera_contig_124217_provirus_274854_303157	1	0	28304	0		
hyb_TLL28_opera_contig_255663	1	0	28300	0	11	
hyb_TLL14_2143__0_partial	1	0	28300	0		
hyb_TLL85_opera_contig_82686_provirus_15913_44209	1	1	28297	8383		
hyb_TLL31_opera_contig_841	2	1	28296	10892	14	
hyb_TLL12_190758__0_partial_1	2	1	28295	14395		
hyb_TLL7_opera_contig_177_provirus_2_28292	1	0	28291	0		
hyb_TLL18_opera_contig_303858	1	0	28289	0		
hyb_TLL8_opera_contig_6194	1	0	28287	0		
hyb_TLL84_opera_contig_251	1	1	28287	7994		
hyb_TLL5_opera_contig_2690	1	1	28283	5659	13	
hyb_TLL103_opera_contig_92_provirus_18858_47136	1	2	28279	6660		
hyb_TLL3_opera_contig_458	1	2	28278	16037		
hyb_TLL107_opera_contig_385	1	0	28276	0		
hyb_TLL102_opera_contig_947	1	1	28275	5353		
hyb_TLL23_158475__full_1	1	0	28270	0	82	
hyb_TLL18_303256__0_partial_1	1	1	28267	20969		
hyb_TLL30_opera_contig_723	1	1	28266	24319		
hyb_TLL1_opera_contig_134526_provirus_2_28264	1	0	28263	0		
hyb_TLL26_opera_contig_411	1	0	28263	0	97	
hyb_TLL96_opera_contig_202641	1	0	28263	0	57	
hyb_TLL100_1184__full	1	0	28263	0		
hyb_TLL80_opera_contig_840	1	0	28261	0		
hyb_TLL31_opera_contig_371_provirus_23016_51274	1	0	28259	0		
hyb_TLL30_opera_contig_834	2	3	28254	7273	95	
hyb_TLL43_opera_contig_367	1	0	28250	0	7	
hyb_TLL100_opera_contig_970	1	0	28248	0		
hyb_TLL60_150119__full	1	1	28246	6725		
hyb_TLL45_opera_contig_5286	1	0	28237	0		
hyb_TLL13_opera_contig_1141	1	0	28233	0		
hyb_TLL18_opera_contig_532	1	2	28231	10105		
hyb_TLL99_opera_contig_160268_provirus_700986_729216	2	3	28231	13909		
hyb_TLL28_opera_contig_345_provirus_1_28224	1	0	28224	0		
hyb_TLL16_opera_contig_442	1	1	28217	8245		
hyb_TLL22_opera_contig_446_provirus_6362_34577	1	0	28216	0		
hyb_TLL72_124154__full_1	1	1	28216	25255		
hyb_TLL102_opera_contig_87_provirus_78982_107193	1	1	28212	5042		
hyb_TLL18_opera_contig_304420_provirus_55295_83503	1	1	28209	11057		
hyb_TLL34_opera_contig_120_provirus_8021_36228	2	0	28208	0	59	
hyb_TLL30_829__full	1	2	28206	9114		
hyb_TLL11_opera_contig_162806	1	1	28204	28204	51	585
hyb_TLL37_opera_contig_402	1	0	28202	0		
hyb_TLL36_opera_contig_241	1	1	28200	6005		
hyb_TLL43_opera_contig_351896_provirus_90419_118615	1	0	28197	0		
hyb_TLL88_opera_contig_55_provirus_31403_59598	3	4	28196	13436		
hyb_TLL106_opera_contig_533	1	0	28192	0		
hyb_TLL9_opera_contig_29743_provirus_1_28186	1	4	28186	16344		
hyb_TLL23_opera_contig_206	1	1	28175	21442		
hyb_TLL13_opera_contig_351	1	1	28174	15560	336	
hyb_TLL5_opera_contig_827	1	0	28173	0		
sr_TLL39_k99_1671	0	1	0	28172		
hyb_TLL51_opera_contig_273387	1	0	28168	0		
hyb_TLL83_opera_contig_648	1	0	28168	0		
hyb_TLL30_opera_contig_986	1	2	28163	7677		
hyb_TLL98_opera_contig_114	1	3	28163	18780		
hyb_TLL31_opera_contig_782	1	1	28158	6155		
hyb_TLL43_opera_contig_347611_provirus_34483_62640	1	0	28158	0		
hyb_TLL51_opera_contig_54_provirus_41064_69220	1	2	28157	10113	13	
hyb_TLL26_opera_contig_303	1	1	28155	6054		
hyb_TLL19_opera_contig_3348	1	0	28152	0		
hyb_TLL18_opera_contig_898	1	0	28146	0	47	
hyb_TLL107_opera_contig_95030_provirus_42603_70748	2	0	28146	0		
hyb_TLL33_opera_contig_542	1	0	28144	0		
hyb_TLL30_opera_contig_549_provirus_2_28143	1	2	28142	17484		
hyb_TLL79_opera_contig_205	1	1	28142	5677		
hyb_TLL45_opera_contig_828	1	0	28137	0		
sr_TLL37_k99_303892	1	2	26911	28136		
hyb_TLL88_opera_contig_293	1	3	28135	10735		
hyb_TLL85_opera_contig_82005_provirus_5974_34104	1	1	28131	8153		
hyb_TLL30_352457__full	1	1	28124	8550		
hyb_TLL88_opera_contig_352471_provirus_218_28338	1	1	28121	14248		
hyb_TLL30_opera_contig_90_provirus_189_28307	1	0	28119	0		
hyb_TLL57_opera_contig_218	1	0	28117	0		
hyb_TLL58_opera_contig_130	1	0	28116	0		
hyb_TLL95_opera_contig_455	1	0	28114	0		
hyb_TLL43_opera_contig_474_provirus_5683_33791	2	2	28109	8678		
hyb_TLL64_131210__0_partial_1	2	3	28105	21537		
hyb_TLL29_opera_contig_1246	2	1	28104	12175		
sr_TLL8_k99_12133	2	1	22263	28098		
hyb_TLL71_opera_contig_344	1	2	28097	12965		
hyb_TLL43_613__full	3	1	28097	17327		
hyb_TLL24_opera_contig_317	1	0	28091	0	137	
hyb_TLL56_opera_contig_280	1	0	28091	0	14	
hyb_TLL63_opera_contig_209	1	2	28088	17955		
hyb_TLL71_opera_contig_966	1	0	28086	0		
hyb_TLL39_opera_contig_1308	1	0	28074	0		
hyb_TLL20_opera_contig_38_provirus_42304_70374	2	0	28071	0	41	
hyb_TLL60_opera_contig_502_provirus_2_28071	1	1	28070	5318		
hyb_TLL1_opera_contig_189	1	2	28058	11211		
hyb_TLL41_opera_contig_251	1	0	28058	0		
hyb_TLL93_opera_contig_253	1	1	28058	7210		
hyb_TLL44_opera_contig_269905_provirus_555095_583149	1	0	28055	0		
hyb_TLL97_opera_contig_802	1	0	28048	0		
hyb_TLL55_opera_contig_233	2	2	28047	6738		
hyb_TLL50_opera_contig_520	1	0	28039	0		
hyb_TLL48_opera_contig_1468	1	0	28038	0		
hyb_TLL34_opera_contig_107070_provirus_325_28354	1	0	28030	0		
hyb_TLL46_opera_contig_116155_provirus_62654_90682	1	1	28029	7563		
hyb_TLL7_opera_contig_117	1	0	28026	0	16	
